Company,returnOnEquity,industry,dividendYield,grossMargins,marketCap,returnOnAssets,trailingEps,enterpriseValue,forwardPE,sector,freeCashflow,netIncomeToCommon,profitMargins,totalRevenue,debtToEquity,beta,currentRatio,operatingMargins,trailingPE,quickRatio,forwardEps
SOHON,0.06021,REIT—Hotel & Motel,0.1113,0.25621998,81225080.0,0.030650001,-1.66,660423936.0,,Real Estate,,-4624156.0,0.0188,178341984.0,640.2,1.686,1.81,0.18345,,0.878,
SOHOO,0.06021,REIT—Hotel & Motel,0.1087,0.25621998,81057648.0,0.030650001,-1.66,652377152.0,,Real Estate,,-4624156.0,0.0188,178341984.0,640.2,1.686,1.81,0.18345,,0.878,
SOHU,-0.08778,Electronic Gaming & Multimedia,,0.73688006,464003744.0,-0.03935,-2.16,-504826304.0,-4.633663,Communication Services,,-89308000.0,-0.09003,598512000.0,0.53,1.203,3.119,-0.257,,2.883,-3.03
SOJC,,,,,24367175680.0,,,,,,,,,,,,,,29.02381,,
SOJD,,,,,,,,,,,,,,,,,,,,,
SOJE,,,,,,,,,,,,,,,,,,,,,
SOL,-0.047470003,Solar,,0.23617001,109173152.0,-0.00674,-0.31,1105262080.0,3.9444444,Technology,6643625.0,-16873000.0,-0.16290002,103577000.0,18.04,1.735,4.268,0.098450005,,2.782,0.54
SOLV,0.09747,Health Information Services,,0.56385,12357093376.0,0.0575,5.69,19694098432.0,12.9349,Healthcare,1780499968.0,720000000.0,0.08764,8215000064.0,254.041,,1.155,0.13064,12.5711775,0.723,5.53
SON,0.11987001,Packaging & Containers,0.040999997,0.21203,4978813952.0,0.049790002,2.91,8179502592.0,8.936507,Consumer Cyclical,319538368.0,288151008.0,0.04384,6572687872.0,205.982,0.677,2.365,0.111190006,17.41237,1.836,5.67
SOND,,Lodging,,0.02671,46226544.0,-0.08497,-17.05,1458639488.0,-0.36571953,Consumer Cyclical,123478624.0,-187359008.0,-0.30062,623240000.0,,1.586,0.29,-0.19258,,0.114,-10.91
SONDW,,Lodging,,0.02671,,-0.08497,-38.478,,,Consumer Cyclical,123478624.0,-187359008.0,-0.30062,623240000.0,,1.586,0.29,-0.19258,,0.114,
SONM,-0.52900004,Communication Equipment,,0.19306,16202208.0,-0.12205,-22.62,6602194.0,3.9880953,Technology,8864375.0,-10348000.0,-0.14935,69288000.0,,2.523,1.212,-0.56183,,0.84,0.84
SONN,-2.64567,Biotechnology,,,2252774.0,-0.96928,-0.96,-1151370.0,-0.22058824,Healthcare,-9881685.0,-7985378.0,,55881.0,5.736,1.045,1.649,-219.68546,,1.31,-14.96
SONO,-0.0309,Consumer Electronics,,0.45567,1735283456.0,0.00426,-0.12,1519424768.0,-95.6,Technology,217387872.0,-16293000.0,-0.01039,1567822976.0,13.086,2.043,1.648,0.03495,,1.113,-0.15
SONY,0.14945,Consumer Electronics,0.006,0.27796,117524905984.0,0.02621,1.2,3700296777728.0,16.067226,Technology,1851206402048.0,1123057008640.0,0.08543,13145739362304.0,50.76,0.814,0.659,0.15753001,15.933333,0.417,1.19
SOPA,-1.91334,Software—Application,,0.2885,2930466.0,-0.47783002,-6.69,2445427.0,-0.9688542,Technology,-7269066.0,-14302211.0,-1.90711,7499412.0,46.886,1.161,0.54,-1.2599701,,0.41,-0.96
SOPH,-0.52507,Health Information Services,,0.67817,251802288.0,-0.22181,-1.09,187688272.0,-4.6790123,Healthcare,-26178376.0,-71396000.0,-1.10712,64488000.0,27.904,1.032,3.798,-0.96909,,3.42,-0.81
SOR,0.13709,Asset Management,0.0555,1.0,369562272.0,0.0301,6.09,369526912.0,,Financial Services,,50001756.0,2.36351,21155720.0,,0.64,3.81,0.83463997,7.4006567,2.906,
SOS,-0.01701,Capital Markets,,0.14869,14501644.0,-0.00975,-0.27,-69883888.0,,Financial Services,-20902624.0,-3857000.0,-0.0347,111124000.0,0.022,1.898,5.352,-0.24933,,2.733,
SOTK,0.09380999,Scientific & Technical Instruments,,0.49574003,67887672.0,0.03457,0.09,56268492.0,43.1,Technology,-1183587.0,1518306.0,0.073520005,20650572.0,,-0.28,3.33,0.055409998,47.888885,2.429,0.1
SOUN,-0.82618,Software—Application,,0.69083,2787355392.0,-0.21435,-0.38,2591719936.0,-38.85,Technology,-32575000.0,-110162000.0,-1.9565401,55471000.0,2.02,3.035,8.774,-1.67635,,8.619,-0.2
SOUNW,-0.82618,Software—Application,,0.69083,,-0.21435,-6.571,,,Technology,-32575000.0,-110162000.0,-1.9565401,55471000.0,2.02,3.035,8.774,-1.67635,,8.619,
SOWG,0.3076,Packaged Foods,,0.46822,100200008.0,0.13575,0.79,107251792.0,8.578947,Consumer Defensive,-9674009.0,5507727.0,0.13236,41611016.0,61.187,1.948,5.126,0.31219,12.379746,3.274,1.14
SPAI,,Aerospace & Defense,,0.32489,29275630.0,,-0.55,30509850.0,,Industrials,,-7458958.0,,1391847.0,265.243,,0.341,-1.74623,,0.095,
SPB,0.06024,Household & Personal Products,0.0178,0.36200002,2644687104.0,0.015369999,3.92,2991086848.0,16.437283,Consumer Defensive,-702600000.0,140500000.0,0.03855,2930899968.0,31.303,1.224,2.283,0.07506,24.068876,1.543,5.74
SPCB,0.17726,Security & Protection Services,,0.51800996,7570368.0,0.00715,22.46,32694352.0,Infinity,Industrials,-1482250.0,1531000.0,0.05704,26843000.0,223.589,0.107,5.098,0.050890002,0.17097062,3.777,
SPCE,-0.77549005,Aerospace & Defense,,,218010032.0,-0.22137,-16.26,59844988.0,-0.79809725,Industrials,-321696640.0,-374311008.0,,9416000.0,134.685,1.701,4.517,-203.30348,,4.152,-9.46
SPE,0.15698,Asset Management,0.0763,1.0,159529280.0,0.01666,3.07,217482112.0,,Financial Services,1370682.0,32747248.0,3.8629,8842150.0,,1.015,0.939,0.71599,4.889251,0.939,
SPE^C,,,,,,,,,,,,,,,,,,,,,
SPFI,0.106879994,Banks—Regional,0.0148,,663946688.0,0.01022,2.57,291127072.0,14.838827,Financial Services,,43544000.0,0.23677,183911008.0,,0.585,,0.3016,15.762646,,2.73
SPG,0.81232,REIT—Retail,0.0463,0.82616997,68088270848.0,0.057540003,7.53,83586785280.0,26.746311,Real Estate,1973866496.0,2447808000.0,0.41482,5909003776.0,780.789,1.768,0.686,0.51851004,24.082336,0.686,6.78
SPG^J,,,,,,,,,,,,,,,,,,,,,
SPGC,-17.71053,Leisure,,0.55127,3578156.0,-1.40571,-3.69,123790.0,-1.1011237,Consumer Cyclical,-6153375.0,-5384000.0,,1375000.0,1.351,,6.866,-1.47847,,5.627,-1.78
SPGI,0.099309996,Financial Data & Stock Exchanges,0.0072000003,0.68703,157402775552.0,0.05667,11.31,172145770496.0,30.176086,Financial Services,4448374784.0,3551000064.0,0.25792,13767999488.0,31.362,1.183,0.945,0.40392,44.850574,0.787,16.81
SPH,0.16431999,Utilities—Regulated Gas,0.0688,0.26584998,1210958848.0,0.052729998,1.5,2553189120.0,8.790697,Utilities,101724624.0,97905000.0,0.07279,1345126016.0,221.848,0.4,0.653,0.02728,12.599999,0.312,2.15
SPHR,-0.08986,Entertainment,,0.47209,1575979008.0,-0.01957,-6.36,2515891200.0,-7.1245956,Communication Services,-14900250.0,-224632992.0,-0.19540001,1026889024.0,62.873,1.415,0.63,-0.02604,,0.58,-6.18
SPI,-1.24502,Solar,,0.1329,11851162.0,-0.03654,-0.96,75539168.0,-37.5,Technology,16157250.0,-24902000.0,-0.1179,209528000.0,410.954,0.722,0.414,0.017180001,,0.154,-0.01
SPIR,-0.79866,Specialty Business Services,,0.58386004,279652416.0,-0.10238,-3.45,346592928.0,-82.14286,Industrials,-27820000.0,-71539000.0,-0.6672,107223000.0,153.474,1.969,2.236,-0.54897,,1.983,-0.14
SPKL,,Shell Companies,,,173088928.0,-0.02164,0.14,172620992.0,,Financial Services,-1052305.0,1706728.0,,,,,1.394,,75.28571,1.047,
SPLP,0.23711,Conglomerates,,0.3732,786171136.0,0.03365,9.24,767283584.0,,Industrials,-148068256.0,228246000.0,0.114300005,1996834944.0,30.39,,1.273,0.11107001,4.4296536,1.131,
SPLP^A,,,,,,,,,,,,,,,,,,,,,
SPMC,,,,,,,,,7.790874,,,,,,,,,,,,
SPNS,0.16042,Software—Application,0.0199,0.43402,1621836160.0,0.07927,1.23,1502366464.0,18.41772,Technology,58461124.0,71285000.0,0.13227001,538932992.0,13.36,1.253,2.182,0.1587,23.658537,2.182,1.58
SPNT,0.12862,Insurance—Reinsurance,,0.24339001,2317935616.0,0.020550001,1.6,2278633472.0,7.9555554,Financial Services,1187025024.0,281000000.0,0.1161,2710500096.0,25.418,0.946,0.644,0.21369,8.95,0.328,1.8
SPNT^B,,,,,,,,,,,,,,,,,,,,,
SPOK,0.091280006,Health Information Services,0.0734,0.69287,345441728.0,0.05603,0.71,326719936.0,20.285715,Healthcare,23396000.0,14686000.0,0.106639996,137714000.0,5.828,0.304,1.279,0.15159,24.000002,1.078,0.84
SPOT,0.14762999,Internet Content & Information,,0.27545,82369437696.0,0.05076,2.46,79285501952.0,46.037037,Communication Services,844750016.0,466000000.0,0.0322,14471000064.0,43.813,1.561,1.563,0.06987,166.7439,1.414,8.91
SPPL,-3.9129,Software—Application,,0.52112,17361820.0,-0.21797001,-0.35,17998956.0,,Technology,-2593939.0,-7570873.0,-1.61532,4686925.0,52.332,,1.51,-0.41414002,,1.231,
SPR,,Aerospace & Defense,,-0.09714,3625441024.0,-0.0958,-12.13,8554152960.0,39.253162,Industrials,-1158800000.0,-1433500032.0,-0.22128001,6478199808.0,,1.849,1.146,-0.23541,,0.539,0.79
SPRB,-0.55365,Biotechnology,,,21993636.0,-0.29464,-1.04,-43997368.0,-0.5788044,Healthcare,-33395000.0,-43110000.0,,9572000.0,6.24,2.369,5.174,-6.23354,,4.878,-0.92
SPRC,-0.85914004,Biotechnology,,0.69032997,2410097.0,-0.38854998,-5.28,74486.0,,Healthcare,-3966000.0,-5684000.0,,1747000.0,0.739,1.037,1.864,-4.19881,,1.598,
SPRO,0.25805,Biotechnology,,0.37523997,71885304.0,0.104820006,0.34,13296355.0,-1.1981982,Healthcare,1475500.0,17455000.0,0.14735,118459000.0,6.134,0.631,2.678,-1.86928,3.9117649,2.608,-1.11
SPRU,-0.25721002,Solar,,0.49356,44908424.0,-0.010729999,-3.28,539578432.0,-3.1428573,Technology,-8861125.0,-60677000.0,-0.75933,79719000.0,302.761,1.206,3.324,-0.19389999,,2.604,-0.77
SPRY,-0.19337,Biotechnology,,,1695508608.0,-0.14753,-0.47,1476924800.0,-23.013159,Healthcare,-26328000.0,-44842000.0,,500000.0,0.074,0.998,32.823,-30.68,,32.608,-0.76
SPSC,0.10782,Software—Application,,0.66629,7031621120.0,0.060749996,2.08,6839010816.0,47.992306,Technology,122343000.0,78506000.0,0.12831001,611822976.0,1.588,0.836,2.355,0.15622,89.98558,1.786,3.9
SPT,-0.44637,Software—Application,,0.77313006,1641614336.0,-0.10272,-1.31,1596851584.0,40.281693,Technology,84841000.0,-67631000.0,-0.17235,392401984.0,29.571,0.983,0.957,-0.16444999,,0.782,0.71
SPTN,0.05862,Food Distribution,0.0471,0.15597999,623452992.0,0.03622,1.33,1530668032.0,9.143564,Consumer Defensive,6146250.0,45685000.0,0.00479,9532882944.0,118.436,0.409,1.624,0.01359,13.8872175,0.724,2.02
SPWH,-0.13201,Specialty Retail,,0.29451,92728584.0,-0.01676,-0.91,621849536.0,-6.2820516,Consumer Cyclical,71383376.0,-34042000.0,-0.02737,1243937024.0,218.767,0.657,1.22,-0.012159999,,0.015,-0.39
SPXC,0.14123,Building Products & Equipment,,0.40165,7807268864.0,0.07395,3.76,8466762240.0,26.731747,Industrials,212850000.0,176900000.0,0.09111,1919600000.0,57.9,1.223,1.854,0.16911,44.789894,1.127,6.3
SPXX,0.17119,Asset Management,0.0679,1.0,310887584.0,0.0044400003,2.52,311147008.0,,Financial Services,,47790028.0,10.18099,4694046.0,0.098,0.956,0.571,0.49244,6.8690476,0.035,
SQ,0.05426,Software—Infrastructure,,0.36352003,51692490752.0,0.01732,1.67,50228064256.0,18.370045,Technology,1086812928.0,1053262976.0,0.04414,23861534720.0,37.215,2.479,2.069,0.056799997,49.94012,1.303,4.54
SQFT,-0.02465,REIT—Diversified,0.1331,0.67052,10172120.0,-0.00161,-0.51,114283128.0,-2.0588236,Real Estate,-4211873.0,-6764589.0,-0.25335,18346852.0,226.702,1.567,0.678,-0.10035,,0.445,-0.34
SQFTP,-0.02465,REIT—Diversified,0.16420001,0.67052,,-0.00161,-0.547,283928640.0,,Real Estate,-4211873.0,-6764589.0,-0.25335,18346852.0,226.702,1.567,0.678,-0.10035,,0.445,
SQFTW,-0.02465,REIT—Diversified,,0.67052,,-0.00161,-0.631,,,Real Estate,-4211873.0,-6764589.0,-0.25335,18346852.0,226.702,1.567,0.678,-0.10035,,0.445,
SQM,0.00677,Specialty Chemicals,0.055,0.34482,10394438656.0,0.0987,0.09,13350067200.0,9.595477,Basic Materials,-96743624.0,26627000.0,0.00481,5530033152.0,91.006,1.047,2.186,0.2386,424.3333,1.347,3.98
SQNS,1.27632,Semiconductors,,0.68329,70479976.0,-0.13019,6.28,622179904.0,-3.76,Technology,201104368.0,42298000.0,1.38432,30555000.0,158.352,0.281,1.357,-0.90883005,0.44904456,1.323,-0.75
SQSP,,Software—Infrastructure,,0.74214,6470017024.0,0.03664,-0.04,6754505728.0,70.5606,Technology,233920880.0,-4966000.0,-0.00449,1105696000.0,,0.623,0.761,0.070989996,,0.62,0.66
SR,0.07843,Utilities—Regulated Gas,0.045700002,0.365,3816153088.0,0.02844,4.1,8551051264.0,14.491229,Utilities,-254575008.0,230600000.0,0.09415,2609600000.0,135.014,0.541,0.483,0.07897,16.117073,0.206,4.56
SR^A,,,,,,,,,,,,,,,,,,,,,
SRAD,0.06785,Software—Application,,0.39395002,4927779328.0,0.03726,0.14,18111404032.0,63.61539,Technology,200811504.0,58948000.0,0.055749997,1052072000.0,5.154,2.05,1.525,0.15961,118.14286,1.452,0.26
SRBK,0.00509,Banks—Regional,,,97603232.0,0.00093000004,8.6,70882440.0,,Financial Services,,1005000.0,0.032560002,30867000.0,,,,0.2164,1.3034884,,
SRCE,0.1201,Banks—Regional,0.0215,,1641121152.0,0.014989999,5.25,1826805632.0,12.726235,Financial Services,,128381000.0,0.35125,369012000.0,,0.769,,0.4936,12.750477,,5.26
SRCL,0.00803,Waste Management,,0.38079,5754061824.0,0.023039998,0.39,7648864768.0,22.215054,Industrials,-37762500.0,20200000.0,0.00769,2626899968.0,75.493,1.106,1.199,0.06755,158.92308,0.915,2.79
SRDX,-0.09666,Medical Devices,,0.43379003,548994176.0,-0.00661,-0.82,535434720.0,137.42857,Healthcare,7611375.0,-11542000.0,-0.09155,126078000.0,24.857,1.202,3.958,-0.01845,,3.08,0.28
SRE,0.09734,Utilities—Diversified,0.0269,0.38574,58348716032.0,0.017719999,4.54,99553738752.0,17.92218,Utilities,-4551875072.0,2888000000.0,0.22697,12917999616.0,96.747,0.759,0.518,0.1531,20.29075,0.292,5.14
SREA,,,,,,,,,,,,,,,,,,,,,
SRFM,,Airlines,,0.065799996,26679120.0,-1.77896,-20.07,69523184.0,-0.34957984,Industrials,75561872.0,-249551008.0,-2.23226,111793000.0,,,0.085,-0.78036004,,0.032,-5.95
SRG,-0.23407,Real Estate Services,,0.64787,239702976.0,-0.008909999,-2.18,434254016.0,1.9541285,Real Estate,6267000.0,-122330000.0,-1.9893299,59030000.0,63.394,2.583,5.483,-2.6942499,,2.67,2.18
SRG^A,,,,,,,,,,,,,,,,,,,,,
SRI,-0.02712,Auto Parts,,0.20979999,208214512.0,0.011569999,-0.27,357617280.0,12.327868,Consumer Cyclical,22496250.0,-7386000.0,-0.00803,919561984.0,75.011,1.359,2.439,0.00266,,1.252,0.61
SRL,0.00423,Capital Markets,,0.61432,118726624.0,0.00361,0.06,77349232.0,,Financial Services,-992750.0,1391000.0,0.025320001,54944000.0,13.356,1.317,7.998,0.07676,133.5,5.777,
SRM,,Leisure,,0.21911,8880960.0,,-0.44,5213147.0,,Consumer Cyclical,,-4474854.0,-0.92342,4845974.0,,,10.834,-0.34914002,,7.151,
SRPT,0.12274,Biotechnology,,0.37144002,11256029184.0,0.01509,1.54,11472504832.0,10.291703,Healthcare,-482010112.0,121845000.0,0.07428,1640348032.0,115.87,0.803,3.839,0.047509998,76.51948,2.451,11.45
SRRK,-1.21293,Biotechnology,,,2586731520.0,-0.51201,-2.22,2130468352.0,-13.093022,Healthcare,-90118624.0,-203846000.0,,,50.924,0.478,6.037,,,5.814,-2.15
SRTS,0.13436,Medical Devices,,0.60231996,115543160.0,0.09702,0.41,102857784.0,12.155173,Healthcare,-2923000.0,6645000.0,0.18273,36366000.0,0.865,1.045,11.635,0.40837002,17.195122,7.959,0.58
SRV,,Asset Management,0.1402,,135061760.0,,12.04,,,Financial Services,,,,,,,,,3.7475083,,
SRZN,-1.73593,Biotechnology,,-1.723,31685550.0,-0.32645,-16.95,1988000.0,-2.1910114,Healthcare,,-44438000.0,,10000000.0,26.945,,7.4,0.1232,,7.06,-4.45
SSB,0.089329995,Banks—Regional,0.0195,,8466941440.0,0.01092,6.48,9179446272.0,14.526178,Financial Services,,497396000.0,0.29827,1667614976.0,,0.658,,0.47073,17.126543,,7.64
SSBI,0.04996,Banks—Regional,0.026099999,,41608076.0,0.00429,0.91,-33388904.0,,Financial Services,,4849000.0,0.15368,31552000.0,,0.641,,0.11813,6.7472525,,
SSBK,0.13761,Banks—Regional,0.0099,,358333984.0,0.01268,3.51,201561008.0,9.110552,Financial Services,,32566000.0,0.37383,87115000.0,,0.216,,0.49778,10.330483,,3.98
SSD,0.18205,Lumber & Wood Production,0.0058999998,0.45959,8022297088.0,0.09402,7.55,8216525824.0,22.490543,Basic Materials,,321568992.0,0.14508,2216420096.0,28.761,1.32,3.532,0.21490999,25.201324,1.852,8.46
SSKN,-0.62973,Medical Devices,,0.54298997,12847172.0,-0.067880005,-2.37,23874176.0,-2.7017543,Healthcare,1440750.0,-8314000.0,-0.25402,32730000.0,173.863,1.323,1.139,-0.05762,,0.78,-1.14
SSL,-0.25359,Specialty Chemicals,0.11350001,0.4424,3524033536.0,0.06989,-3.97,95553937408.0,1.8976109,Basic Materials,526624992.0,-44271001600.0,-0.16092,275110985728.0,91.676,2.155,2.325,0.18169,,1.523,2.93
SSNC,0.10818,Software—Application,0.0134000005,0.49388,18536742912.0,0.04879,2.79,25294084096.0,13.015652,Technology,1102499968.0,706700032.0,0.122609995,5763899904.0,107.114,1.385,1.208,0.22179002,26.824371,0.521,5.75
SSP,-0.15549,Broadcasting,,0.45354998,196906496.0,0.03595,-3.09,3464412416.0,-2.8860757,Communication Services,260447248.0,-261339008.0,-0.085489996,2397161984.0,236.698,1.673,1.338,0.20938,,1.246,-0.79
SSRM,-0.14372,Gold,0.049099997,0.32566002,1117082368.0,-0.022079999,-2.38,1941965824.0,8.625,Basic Materials,8335875.0,-484676992.0,-0.44129002,1098328064.0,8.664,0.942,3.909,0.04458,,1.885,0.64
SSSS,-0.25604,Asset Management,,1.0,122734496.0,-0.01907,-0.74,163311888.0,-8.606557,Financial Services,,-47291796.0,,5903895.0,46.567,1.423,11.216,-2.31165,,10.874,-0.61
SSSSL,,,,,,,,,,,,,,,,,,,,,
SST,-0.60993,Specialty Business Services,,0.09062,98344456.0,-0.0851,-0.98,298822496.0,-1.5070424,Industrials,-135652880.0,-79397000.0,-0.24184999,364449984.0,271.984,1.352,1.363,-0.24559,,1.278,-0.71
SSTI,-0.02831,Software—Application,,0.58717,159658416.0,-0.01839,-0.14,158999776.0,-59.476192,Technology,11137625.0,-1892000.0,-0.018480001,102392000.0,12.56,1.168,0.806,-0.01821,,0.753,-0.21
SSTK,0.06893,Internet Content & Information,0.0361,0.5839,1158079104.0,0.052010003,1.02,1330649984.0,6.877847,Communication Services,312102624.0,36355000.0,0.0403,902174976.0,58.129,1.102,0.418,0.102749996,32.56863,0.337,4.83
SSY,-0.13842,Pharmaceutical Retailers,,0.072230004,5590236.0,-0.06868,-0.33,-1051761.0,,Healthcare,-2669875.0,-2311000.0,-0.047069997,32440000.0,3.306,1.397,3.718,-0.0853,,2.502,
SSYS,-0.1285,Computer Hardware,,0.44693002,624556672.0,-0.03898,-1.64,489292992.0,28.225805,Technology,8613750.0,-113961000.0,-0.18976,600561024.0,2.087,1.216,3.182,-0.17652,,1.83,0.31
ST,-0.04232,Scientific & Technical Instruments,0.0147,0.29454002,4875851264.0,0.03938,-0.52,7567776256.0,9.702381,Technology,330301632.0,-130837000.0,-0.03257,4017568000.0,108.127,1.253,2.597,0.10375,,1.562,3.36
STAA,0.053990003,Medical Instruments & Supplies,,0.78734,1498972928.0,0.033889998,0.44,1302527360.0,38.50633,Healthcare,31717750.0,21776000.0,0.06382,341224000.0,9.343,0.615,5.986,0.06492,69.13637,5.185,0.79
STAF,,Staffing & Employment Services,,0.13947,2478624.0,-0.10777,-32.07,40217624.0,7.184211,Industrials,5389375.0,-18409000.0,-0.13776,180258000.0,,0.499,0.326,-0.013359999,,0.3,0.38
STAG,0.05361,REIT—Industrial,0.0397,0.7988,6940959744.0,0.02546,0.99,9730604032.0,42.409092,Real Estate,370179360.0,179808000.0,0.23956,751366016.0,88.006,1.091,0.816,0.35491002,37.696968,0.58,0.88
STBA,0.10406,Banks—Regional,0.0313,,1660853632.0,0.014199999,3.51,1778699904.0,14.374172,Financial Services,,135216000.0,0.35012,386292000.0,,0.789,,0.44542,12.367521,,3.02
STBX,-0.1418,Internet Content & Information,,0.83456004,37365624.0,-0.06779,-2.4,61608084.0,,Communication Services,-8725001.0,-12619998.0,-1.03331,12213183.0,1.847,1.978,14.162,-2.90343,,0.912,
STC,0.053400002,Insurance—Property & Casualty,0.0275,0.61335,2016476416.0,0.02773,2.12,2373237504.0,12.56304,Financial Services,81076752.0,59384000.0,0.02465,2408952832.0,40.195,1.229,1.829,0.0714,34.31132,1.779,5.79
STCN,0.42805,Integrated Freight & Logistics,,0.27761,65193736.0,0.01603,3.11,88719872.0,,Industrials,-752625.0,20867000.0,0.52999,169044000.0,8.666,0.201,3.945,0.02078,3.3086817,3.781,
STE,0.092700005,Medical Devices,0.010299999,0.43422002,21899200512.0,0.05447,5.95,24143800320.0,22.252758,Healthcare,653338240.0,591380992.0,0.08164,5325524992.0,36.303,0.851,2.406,0.16981001,37.287395,1.36,9.97
STEC,-1.50256,Software—Application,,0.94412005,34440000.0,-0.13778,-5.03,-63818764.0,,Technology,,-1009134976.0,-0.54636,1847000064.0,99.172,-0.762,0.796,-0.62509996,,0.77,
STEL,0.075840004,Banks—Regional,0.0172,,1611702528.0,0.010989999,2.19,1284584064.0,15.884211,Financial Services,,117057000.0,0.26686,438640000.0,,0.82,,0.44571,13.780822,,1.9
STEM,-15.31246,Utilities—Renewable,,0.02016,66729140.0,-0.110810004,-5.23,589757184.0,-0.6949153,Utilities,123701000.0,-840561984.0,,256183008.0,,1.651,1.099,-1.36622,,0.812,-0.59
STEP,0.0867,Asset Management,0.0138,0.43157002,8210537984.0,0.03068,0.61,6705038336.0,31.366514,Financial Services,154256000.0,41557000.0,0.05193,800275968.0,14.423,1.265,1.228,0.22742,113.63934,1.218,2.21
STER,-0.020769998,Software—Infrastructure,,0.45317,1640344320.0,0.01689,-0.17,2127818624.0,15.357798,Technology,101914000.0,-15217000.0,-0.02066,736508992.0,76.771,0.488,1.621,0.06091,,1.457,1.09
STEW,0.23655,Asset Management,0.0336,1.0,1578838272.0,0.00509,4.03,,,Financial Services,11227303.0,391449792.0,11.107349,35242424.0,12.271,0.932,0.252,0.45578,4.059553,0.24,
STG,2.00158,Education & Training Services,,0.8599,93240480.0,0.12354,4.89,-666674816.0,-16.214287,Consumer Defensive,,481828000.0,0.23145,2081817984.0,59.253,1.125,1.258,0.15576,1.3926381,1.111,-0.42
STGW,0.07275,Advertising Agencies,,0.34981,2058208384.0,0.020060001,,2979195904.0,9.775,Communication Services,166686128.0,310000.0,0.00011,2707403008.0,232.826,1.611,0.951,0.059520002,Infinity,0.858,0.8
STHO,0.20231001,Real Estate Services,,0.05968,164230672.0,-0.020610001,6.16,342668064.0,,Real Estate,8908625.0,81936000.0,0.69584,117752000.0,45.118,,13.945,-0.08428001,2.0016234,2.845,
STI,,Electrical Equipment & Parts,,,40412240.0,-0.96291,-0.32,34979340.0,,Industrials,16784200.0,-10298344.0,,6644.0,,0.443,0.066,-1220.6176,,0.023,
STIM,-1.00128,Diagnostics & Research,,0.75905997,33331210.0,-0.16900998,-1.1,53305012.0,-1.7741935,Healthcare,-15352375.0,-32473000.0,-0.45061,72065000.0,323.027,2.216,2.581,-0.51714003,,2.166,-0.62
STK,,Asset Management,0.070300005,,560840448.0,,6.98,,,Financial Services,,,,,,,,,4.845272,,
STKH,-2.76067,Packaged Foods,,,7527788.0,-0.60401,-4.1,733552384.0,,Consumer Defensive,-11177000.0,-11679000.0,,,32.943,-21.449,2.897,,,2.588,
STKL,-0.04002,Beverages—Non-Alcoholic,,0.16555001,878444736.0,0.030620001,-0.07,1325810816.0,32.652176,Consumer Defensive,139926496.0,-8024000.0,-0.027390001,711683008.0,238.887,1.824,1.195,0.052470002,,0.434,0.23
STKS,-0.107489996,Restaurants,,0.18428,98264048.0,0.023459999,-0.38,864382336.0,4.9296875,Consumer Cyclical,16302375.0,-24909000.0,-0.02447,541400000.0,324.303,2.41,0.516,0.02116,,0.372,0.64
STLA,0.16757,Auto Manufacturers,0.1224,0.18143,38997729280.0,0.05298,4.66,34770747392.0,4.560403,Consumer Cyclical,845000000.0,13297000448.0,0.07547,176192995328.0,39.188,1.238,1.144,0.09304,2.916309,0.781,2.98
STLD,0.19703,Steel,0.0124,0.17271,22501810176.0,0.09089,11.11,24522938368.0,14.721116,Basic Materials,105506936.0,1754110976.0,0.09799,17901674496.0,40.575,1.325,2.393,0.091079995,13.303331,1.198,10.04
STM,0.12512,Semiconductors,0.0134000005,0.40073,24166453248.0,0.06463,2.43,21509650432.0,19.323742,Technology,-377124992.0,2066000000.0,0.1452,14229000192.0,18.816,1.244,2.843,0.113199994,11.053498,2.063,1.39
STN,0.13420999,Engineering & Construction,0.0073,0.54204,9476023296.0,0.0587,2.21,11531698176.0,23.635328,Industrials,471100000.0,348700000.0,0.061929997,5630400000.0,85.289,0.817,1.416,0.12329,37.53846,1.374,3.51
STNE,0.13387999,Software—Infrastructure,,0.73295,3541313792.0,0.07405,1.03,8013327872.0,8.257143,Technology,-3537807360.0,1929152000.0,0.15962,12085894144.0,60.889,2.29,1.359,0.44849998,11.223302,1.091,1.4
STNG,0.27290002,Oil & Gas Midstream,0.0293,0.75073,2757149184.0,0.109280005,13.97,3193205248.0,5.8677416,Energy,557025280.0,721107008.0,0.52395,1376295040.0,31.743,0.166,2.214,0.3797,3.9062276,1.897,9.3
STOK,-0.52063,Biotechnology,,1.0,731474304.0,-0.275,-2.08,497579968.0,-5.5685487,Healthcare,-18988624.0,-105457000.0,,16743000.0,2.286,0.948,5.086,-6.13057,,4.811,-2.48
STR,-0.0045,Oil & Gas E&P,0.044899996,1.0,3818287616.0,0.029000001,-0.05,4876612096.0,59.45238,Energy,271153504.0,-4804000.0,-0.0061299996,618668032.0,29.478,1.31,2.488,0.36478,,2.193,0.42
STRA,0.07639,Education & Training Services,0.024500001,0.47377,2407064064.0,0.050079998,5.25,2299914240.0,17.620504,Consumer Defensive,147904256.0,126477000.0,0.10442001,1211175936.0,8.092,0.576,1.342,0.12121,18.660954,1.147,5.56
STRL,0.29802,Engineering & Construction,,0.19554001,5979840512.0,0.086339995,5.9,5723718656.0,31.052631,Industrials,341685760.0,184420992.0,0.0877,2102900992.0,51.657,1.152,1.292,0.14748,33.0,1.27,6.27
