Company,returnOnEquity,industry,dividendYield,grossMargins,marketCap,returnOnAssets,trailingEps,enterpriseValue,forwardPE,sector,freeCashflow,netIncomeToCommon,profitMargins,totalRevenue,debtToEquity,beta,currentRatio,operatingMargins,trailingPE,quickRatio,forwardEps
AMH,0.05447,REIT - Residential,0.0278,0.55301,15745270784.0,0.01921,0.96,18879834112.0,59.38095,Real Estate,673369600.0,350676992.0,0.21509,1700760960.0,58.928,0.772,1.738,0.22358999,38.96875,0.346,0.63
AMH^G,,,,,,,,,,,,,,,,,,,,,
AMH^H,,,,,,,,,,,,,,,,,,,,,
AMIX,-270.17084,Medical Devices,,,12270397.0,-1.76472,-17.94,8201387.0,-1.4391891,Healthcare,-5486623.0,-14027000.0,,,35.865,,4.259,,,4.101,-7.4
AMKR,0.09133001,Semiconductor Equipment & Materials,0.0116,0.14993,6683700224.0,0.042,1.48,6611563520.0,14.188482,Technology,281376736.0,365924992.0,0.05682,6440385024.0,32.538,1.852,2.063,0.08026,18.31081,1.795,1.91
AMLI,-0.18363,Other Industrial Metals & Mining,,,145615792.0,-0.09625,-0.11,137073504.0,-3.6933331,Basic Materials,-5004515.0,-31260550.0,,,0.061,2.259,4.225,,,3.46,-0.18
AMLX,-0.84433997,Biotechnology,,-0.50800997,481891776.0,-0.43443,-3.82,250063456.0,-3.8,Healthcare,-78903504.0,-259466000.0,-1.32054,196484992.0,1.308,-0.699,4.549,-181.8774,,4.38,-1.85
AMN,0.062119998,Medical Care Facilities,,0.31340998,1058448832.0,0.03148,1.43,2202315520.0,13.495146,Healthcare,176935632.0,53043000.0,0.01729,3067341056.0,131.858,0.131,1.181,0.03237,19.44056,1.078,2.06
AMP,0.56751,Asset Management,0.0105,0.56349,54716235776.0,0.02113,26.17,47750213632.0,14.600051,Financial Services,4073125120.0,2707000064.0,0.15517001,17444999168.0,67.402,1.334,2.972,0.34145,21.551395,2.157,38.63
AMPG,-0.31504,Communication Equipment,,0.44447,9872633.0,-0.09308,-0.79,11162193.0,1.6483333,Technology,-2755857.0,-7642147.0,-0.62539,12219820.0,17.042,0.693,7.04,-0.62043,,1.301,0.54
AMPGW,-0.31504,Communication Equipment,,0.44447,,-0.09308,,,,Technology,-2755857.0,-7642147.0,-0.62539,12219820.0,17.042,0.693,7.04,-0.62043,,1.301,
AMPH,0.23846,Drug Manufacturers - Specialty & Generic,,0.52981,2335313664.0,0.08668,3.01,2714672128.0,11.114417,Healthcare,8609125.0,157722000.0,0.21798,723548992.0,86.556,0.824,3.433,0.29834998,16.136213,2.487,4.37
AMPL,-0.27604,Software - Application,,0.74232,1312591488.0,-0.13173,-0.65,997249152.0,102.799995,Technology,35996124.0,-80272000.0,-0.27438998,292544000.0,1.588,1.319,2.547,-0.26607,,2.292,0.1
AMPS,0.00753,Utilities - Renewable,,0.77800006,547165824.0,0.008640001,0.13,1987661440.0,342.00003,Utilities,-55100752.0,23210000.0,0.13549,172390000.0,256.752,0.941,0.909,0.3471,26.307693,0.836,0.01
AMPX,-0.70612,Electrical Equipment & Parts,,-1.14165,259305552.0,-0.28985,-0.45,261521040.0,-5.97561,Industrials,-30744000.0,-43714000.0,-2.4592102,17480000.0,66.539,2.431,3.457,-1.43259,,3.049,-0.41
AMPY,0.16814,Oil & Gas E&P,,0.46653998,270437376.0,0.084259994,1.55,,5.619835,Energy,-3233750.0,61142000.0,0.20993,304644992.0,30.284,1.962,1.06,0.4702,4.387097,0.488,1.21
AMR,0.22795999,Coking Coal,0.0083,0.21825,3121627392.0,0.109680004,27.27,2643752704.0,6.759583,Basic Materials,401557248.0,365724000.0,0.11083,3299929088.0,0.405,1.358,3.588,0.00316,8.794646,2.824,35.48
AMRC,0.050229996,Engineering & Construction,,0.15696,1499864064.0,0.017,1.0,3725353728.0,16.342857,Industrials,-375507744.0,53300000.0,0.03182,1678628992.0,224.551,1.818,1.269,0.06988,28.6,1.015,1.75
AMRK,0.093710005,Capital Markets,0.0256,0.01685,725894144.0,0.021659998,2.44,1671126912.0,8.111399,Financial Services,-132452248.0,58703000.0,0.0059100003,9929517056.0,141.188,0.028,1.663,0.00448,12.831966,0.206,3.86
AMRN,-0.07256,Drug Manufacturers - General,,0.56457,230349280.0,-0.03451,-0.1,-67167648.0,-2.6666667,Healthcare,-17890876.0,-39346000.0,-0.16325001,241020992.0,1.546,1.93,3.226,-0.59502,,2.076,-0.21
AMRX,-1.8576801,Drug Manufacturers - Specialty & Generic,,0.36716,2847795712.0,0.060310002,-0.79,5479294464.0,12.9577465,Healthcare,229942624.0,-184454000.0,-0.06882,2680420096.0,,1.175,1.382,0.12599,,0.758,0.71
AMS,0.14374,Medical Care Facilities,,0.63928,20034000.0,0.026819998,0.66,32498000.0,7.875,Healthcare,-3887375.0,4254000.0,0.18412,23104000.0,64.571,0.672,1.923,0.081070006,4.772727,1.825,0.4
AMSC,-0.00656,Specialty Industrial Machinery,,0.27565,1452272384.0,0.00818,-0.03,1383510784.0,69.452835,Industrials,-21139124.0,-865000.0,-0.00491,176142000.0,1.801,2.137,2.052,0.05799,,1.18,0.53
AMSF,0.18892,Insurance - Specialty,0.0249,0.33839,1133856000.0,0.03735,3.21,1043267584.0,25.327662,Financial Services,53726124.0,61423000.0,0.19488001,315182016.0,,0.296,2.227,0.22606,18.542055,1.429,2.35
AMST,-1.02398,Software - Application,,1.0,7581474.0,-0.59236,-1.73,5510458.0,,Technology,-1648744.0,-4403182.0,,166881.0,,1.382,3.262,-43.44897,,2.631,
AMT,0.17691,REIT - Specialty,0.033,0.70855004,91626029056.0,0.04454,4.16,140808306688.0,28.877762,Real Estate,4893250048.0,1942700032.0,0.09942,11167699968.0,439.338,0.842,0.481,0.45165002,47.134617,0.419,6.79
AMTB,-0.062329996,Banks - Regional,0.0147,,1028287104.0,-0.00513,-1.48,1536225024.0,11.970589,Financial Services,,-49756000.0,-0.19426,256136992.0,,0.987,,-3.7366598,,,2.04
AMTD,0.13361,Asset Management,,1.0,1092460672.0,0.12043,2.22,495048928.0,,Financial Services,,142994000.0,1.1652501,122715000.0,10.024,0.48,7.657,19.55785,0.5450451,7.638,
AMTM,,Specialty Business Services,,0.14138,7853788160.0,,1.68,,,Industrials,,257000000.0,0.045760002,5616000000.0,2.891,,2.086,0.062589996,19.214285,2.033,
AMTX,,Oil & Gas Refining & Marketing,,-0.0038100001,169435792.0,-0.11401,-1.06,603747968.0,-5.7903223,Energy,-76388000.0,-48136000.0,-0.17275,278648992.0,,1.235,0.197,-0.20441,,0.074,-0.62
AMWD,0.119449995,"Furnishings, Fixtures & Appliances",,0.19695,1595292160.0,0.060900003,6.76,2030260352.0,10.345729,Consumer Cyclical,89468000.0,107999000.0,0.059720002,1808375040.0,57.366,1.611,1.983,0.10243,15.227811,1.013,9.95
AMWL,-0.50154996,Health Information Services,,0.34799,138797392.0,-0.25416002,-14.45,-83364352.0,-1.1796876,Healthcare,-89181376.0,-214076000.0,-0.84269994,254035008.0,2.599,1.048,2.921,-0.77597,,2.733,-7.68
AMX,0.091309994,Telecom Services,0.0336,0.61354,47573516288.0,0.05805,0.59,1669859508224.0,9.107143,Communication Services,60549730304.0,36889640960.0,0.04429,832993099776.0,158.51,0.296,0.722,0.21231002,25.932205,0.636,1.68
AMZN,0.22558,Internet Retail,,0.48406,2174922653696.0,0.07069,4.67,2245408849920.0,33.63252,Consumer Cyclical,54328250368.0,49868001280.0,0.080419995,620127977472.0,61.175,1.146,1.089,0.109589994,44.291218,0.827,6.15
AN,0.32007998,Auto & Truck Dealerships,,0.18082,6662147072.0,0.06574,17.39,15355347968.0,9.053879,Consumer Cyclical,-564212480.0,722300032.0,0.02744,26319599616.0,369.155,1.217,0.797,0.046040002,9.663025,0.169,18.56
ANAB,-1.61815,Biotechnology,,-1.7072,681602880.0,-0.17853001,-6.05,618543488.0,-3.4945397,Healthcare,-74127504.0,-165658000.0,-2.89754,57172000.0,435.073,-0.239,10.225,-0.75814,,10.08,-6.41
ANDE,0.13124,Food Distribution,0.015700001,0.06156,1652735616.0,0.03751,3.49,1959290368.0,11.831707,Consumer Defensive,108659128.0,120108000.0,0.01058,11347409920.0,38.411,0.612,1.979,0.02161,13.899713,1.033,4.1
ANEB,-1.13803,Biotechnology,,,43827108.0,-0.65971,-0.32,40732936.0,-2.6000001,Healthcare,-5176637.0,-8201703.0,,,,-1.01,13.462,,,11.874,-0.65
ANET,0.33833998,Computer Hardware,,0.6441,125128810496.0,0.15884,8.34,117770174464.0,40.833508,Technology,2425385728.0,2664694016.0,0.40293998,6613147136.0,0.755,1.077,4.468,0.43362,47.639088,3.516,9.73
ANF,0.50931,Apparel Retail,,0.64599997,7163787776.0,0.14349,9.42,7330849280.0,12.938191,Consumer Cyclical,459909248.0,501676000.0,0.107559994,4664041984.0,72.951,1.512,1.442,0.15507,14.888535,0.812,10.84
ANG^A,,,,,,,,,,,,,,,,,,,,,
ANG^B,,,,,,,,,,,,,,,,,,,,,
ANGH,,Entertainment,,0.24871,50321452.0,-0.35696998,-0.6,15172830.0,,Communication Services,-3407338.0,-15813351.0,-0.38215,41380440.0,,1.524,0.468,-0.19383,,0.432,
ANGHW,,Entertainment,,0.24871,,-0.35696998,-185.241,,,Communication Services,-3407338.0,-15813351.0,-0.38215,41380440.0,,1.524,0.468,-0.19383,,0.432,
ANGI,0.00221,Internet Content & Information,,0.95507,1306512640.0,0.0038800002,,1470155392.0,52.399998,Communication Services,46472248.0,1576000.0,-0.00691,1272188032.0,52.12,1.952,1.979,0.02915,Infinity,1.73,0.05
ANGO,-0.77846,Medical Instruments & Supplies,,0.51708,302318464.0,-0.061240003,-6.05,252734816.0,-31.0,Healthcare,24188376.0,-243031008.0,-0.83023,292726016.0,2.758,0.673,2.25,-0.12907,,1.233,-0.24
ANIK,-0.43308997,Drug Manufacturers - Specialty & Generic,,0.48873,250000384.0,-0.04007,-6.64,215166320.0,-85.35,Healthcare,14075375.0,-97520000.0,-0.59403,164168000.0,15.308,0.857,5.339,-0.64294,,3.559,-0.2
ANIP,-0.01602,Drug Manufacturers - Specialty & Generic,,0.59790003,1297639040.0,0.012519999,-0.47,1709336576.0,11.1645565,Healthcare,50114248.0,-8766000.0,-0.01277,555456000.0,146.776,0.71,2.745,-0.07344,,1.841,5.53
ANIX,-0.55243,Biotechnology,,,107157736.0,-0.34654,-0.39,85569712.0,-9.249999,Healthcare,-4303375.0,-12361000.0,,,1.145,0.85,11.312,,,10.556,-0.36
ANL,,Biotechnology,,1.0,104796848.0,-0.4641,-6.18,255931280.0,-1.7530863,Healthcare,-48734876.0,-54065000.0,,5000000.0,74.064,,1.846,-12.9338,,1.804,-1.62
ANNX,-0.42198002,Biotechnology,,,736408384.0,-0.24827999,-1.21,397912128.0,-6.114035,Healthcare,-60814752.0,-115159000.0,,,8.365,1.23,21.808,,,21.501,-1.14
ANRO,,Biotechnology,,,130481568.0,,-1.85,-52582572.0,-1.6864113,Healthcare,,-49805000.0,,,5.595,,19.853,,,19.62,-2.87
ANSC,,Shell Companies,,,448499968.0,,0.25,,,Financial Services,,7685318.0,,,,,0.813,,41.6,,
ANSCU,,Shell Companies,,,,,,,,Financial Services,,7685318.0,,,,,0.813,,,,
ANSCW,,Shell Companies,,,,,,,,Financial Services,,7685318.0,,,,,0.813,,,,
ANSS,0.10479999,Software - Application,,0.92314005,30286557184.0,0.06086,6.48,29859049472.0,31.455948,Technology,732716608.0,567766016.0,0.23008,2467742976.0,14.888,1.111,3.112,0.26838,53.445984,3.027,11.01
ANTE,,Advertising Agencies,,-0.51,9001037.0,-0.02933,3.52,-31304944.0,,Communication Services,-49986624.0,24319000.0,46.492,500000.0,,1.352,0.67,-11.984461,0.17872159,0.351,
ANTX,-0.6948,Biotechnology,,,32528216.0,-0.42893,-2.18,-72011752.0,-0.93965524,Healthcare,-36395876.0,-64657000.0,,,,-0.223,10.609,,,10.353,-1.16
ANVS,-5.9669704,Biotechnology,,,99863104.0,-1.5458,-4.54,92912272.0,-4.2265196,Healthcare,-11572214.0,-40939112.0,,,,,2.664,,,2.344,-1.81
ANY,-0.35387,Capital Markets,,0.29417,33603984.0,-0.16715999,-1.28,26454992.0,-0.95857984,Financial Services,-1403125.0,-17427000.0,-0.69636,25026000.0,,2.81,4.39,-0.89155996,,3.508,-1.69
AOD,0.053060003,Asset Management,0.135,1.0,937281600.0,0.03435,0.67,996300672.0,,Financial Services,,52868904.0,0.74783,70696224.0,6.4,0.988,0.523,0.83327,13.268657,0.507,
AOMN,,,,,,,,,,,,,,,,,,,,,
AOMR,0.29143,REIT - Mortgage,0.1288,0.88607,233702320.0,0.03148,2.91,2027291008.0,7.473684,Real Estate,,72324000.0,0.76667,94441000.0,693.061,1.375,3.04,0.89906996,3.4158072,3.031,1.33
AON,0.82182,Insurance Brokers,0.0069999998,0.46858,82912059392.0,0.05684,11.69,100044169216.0,22.046005,Financial Services,3086500096.0,2436000000.0,0.16320999,14926000128.0,274.699,0.909,1.07,0.19162,32.795555,0.238,17.39
AORT,-0.0029499999,Medical Devices,,0.6453,1210227584.0,0.022880001,-0.03,1517819392.0,120.29167,Healthcare,681250.0,-842000.0,-0.00221,384899008.0,119.369,1.749,1.884,0.08258,,0.878,0.24
AOS,0.29544002,Specialty Industrial Machinery,0.018099999,0.38209,10889124864.0,0.14337,3.79,10776759296.0,18.452087,Industrials,403024992.0,561200000.0,0.14413,3893799936.0,7.471,1.169,1.673,0.17793,19.815304,0.964,4.07
AOSL,-0.02175,Semiconductors,,0.25135002,816346112.0,-0.00714,-0.69,958616192.0,36.051285,Technology,26585876.0,-19363000.0,-0.0294,658528000.0,39.038,2.427,2.654,0.12612,,1.366,0.78
AOUT,-0.05804,Leisure,,0.43971002,113197640.0,-0.028380001,-0.81,124147920.0,17.999998,Consumer Cyclical,11500750.0,-10500000.0,-0.05269,199296992.0,19.526,0.384,4.494,-0.06181,,1.386,0.49
AP,-0.42968,Metal Fabrication,,0.17477,38179168.0,0.012610001,-2.14,181606144.0,8.260869,Industrials,1804500.0,-41732000.0,-0.09671,431528992.0,201.427,0.869,1.981,0.05625,,0.968,0.23
APA,0.6186,Oil & Gas E&P,0.045100003,0.69949996,8201725440.0,0.07833,7.04,15653735424.0,8.061818,Energy,786875008.0,2223000064.0,0.24824,8954999808.0,105.032,3.246,1.238,-0.089049995,3.1491477,0.587,2.75
APAM,0.56924,Asset Management,0.0574,0.45277,3445297664.0,0.13781999,3.6,3802513664.0,13.182305,Financial Services,274114368.0,232652000.0,0.23953,1063747968.0,43.334,1.791,1.73,0.33328,13.658333,1.655,3.73
APCX,-7.3561797,Software - Infrastructure,,0.79003996,17967766.0,-1.5699099,-0.55,16901964.0,-1.9441177,Technology,-260875.0,-12237000.0,,462000.0,18.218,0.66,0.07,-38.03947,,0.007,-0.34
APCXW,-7.3561797,Software - Infrastructure,,0.79003996,,-1.5699099,-7.169,,,Technology,-260875.0,-12237000.0,,462000.0,18.218,0.66,0.07,-38.03947,,0.007,
APD,0.2258,Specialty Chemicals,0.0226,0.32493,69786591232.0,0.049689997,17.23,83434668032.0,22.153141,Basic Materials,-3224012544.0,3842099968.0,0.31636,12100599808.0,79.822,0.826,1.522,0.25791,18.218805,1.296,14.17
APDN,-0.76075995,Diagnostics & Research,,0.25043,9404517.0,-0.57437,-7.5,-7812806.0,-0.17913462,Healthcare,-8284331.0,-7521129.0,-2.1447701,3398049.0,7.095,0.452,3.914,-4.19638,,3.621,-1.04
APEI,0.03687,Education & Training Services,,0.52106,314382208.0,0.03941,0.19,429657664.0,12.963504,Consumer Defensive,16887750.0,4443000.0,0.01731,610969024.0,71.142,1.244,2.834,0.01572,93.47369,2.19,1.37
APG,0.06938,Engineering & Construction,,0.30523002,10130991104.0,0.033889998,-1.74,12781982720.0,17.309858,Industrials,534000000.0,-432000000.0,0.030079998,6915999744.0,105.763,1.82,1.511,0.07503,,1.339,2.13
APGE,-0.26725,Biotechnology,,,3426933248.0,-0.19296,-2.09,2863900672.0,-15.910526,Healthcare,-71462872.0,-118485000.0,,,0.528,,27.698,,,27.47,-3.8
APH,0.25293,Electronic Components,0.009,0.33568,88503836672.0,0.1076,1.75,92479143936.0,33.98611,Technology,1660737536.0,2192199936.0,0.15403,14232399872.0,57.565,1.238,1.992,0.21865,41.948574,1.208,2.16
API,-0.07187,Software - Application,,0.62582,461714496.0,-0.042,-0.48,1517548032.0,-55.777775,Technology,-41188500.0,-43829000.0,-0.31694,138287008.0,4.292,0.002,8.285,-0.32474,,7.857,-0.09
APLD,-0.66862,Information Technology Services,,0.03041,1632527232.0,-0.08825,-1.23,2055256192.0,-22.294117,Technology,-24416250.0,-142108000.0,-0.74811,189956000.0,143.294,4.517,0.218,-0.24211,,0.156,-0.34
APLE,0.06337,REIT - Hotel & Motel,0.06,0.4457,3836400640.0,0.034760002,0.85,5438338560.0,19.035715,Real Estate,314796384.0,205012000.0,0.14531,1410887936.0,49.108,1.13,1.022,0.21281,18.811764,0.69,0.84
APLM,-1.4930701,Biotechnology,,1.0,13221014.0,-0.62738997,-0.15,-8020555.0,-0.18446155,Healthcare,-21872250.0,-57113000.0,,2101000.0,22.699,1.212,2.246,-14.31618,,2.078,-0.65
APLMW,,,,,31221904.0,,,,,,,,,,,,,,,,
APLS,-1.06564,Biotechnology,,0.41657,3679544832.0,-0.16229999,-2.03,3746305536.0,-35.214287,Healthcare,-140212000.0,-250100992.0,-0.34969002,715216000.0,198.4,0.867,4.36,-0.24021,,3.595,-0.84
APLT,,Biotechnology,,,1191485440.0,-0.76012003,-1.43,1094594304.0,-22.260868,Healthcare,-3580125.0,-187310000.0,,-212000.0,33.452,2.018,1.057,-243.79507,,1.002,-0.46
APM,-0.37395,Biotechnology,,0.024489999,7057719.0,-0.32296002,-0.62,-4185800.0,-1.8169014,Healthcare,-3984889.0,-2824647.0,,431378.0,1.461,1.3,1.18,-24.860449,,0.989,-0.71
APO,0.33501,Asset Management,0.0111,0.39786997,94349819904.0,0.02544,9.47,109592895488.0,19.663916,Financial Services,,5560000000.0,0.18462,31670999040.0,92.115,1.589,1.926,0.34789002,17.608236,1.877,8.48
APO^A,,,,,,,,,,,,,,,,,,,,,
APOG,0.22219,Building Products & Equipment,0.0115,0.27768,1913868544.0,0.107880004,4.74,1970048896.0,17.8,Industrials,130716376.0,104287000.0,0.07582,1375510016.0,21.323,0.97,1.649,0.12605,18.400845,1.165,4.9
APOS,,,,,,,,,,,,,,,,,,,,,
APP,1.1335399,Software - Application,,0.73892,96123617280.0,0.18378,3.29,99065987072.0,55.50969,Technology,1446285312.0,1149826944.0,0.26874,4289730048.0,374.12,1.862,2.406,0.44643003,87.06079,2.251,5.16
APPF,0.38965,Software - Application,,0.64957,8482735616.0,0.19532,3.62,8095090176.0,42.526413,Technology,131577128.0,131594000.0,0.17262,762368000.0,10.063,0.828,6.203,0.20691,64.49448,5.604,5.49
APPN,-9.68536,Software - Infrastructure,,0.75284,2976180224.0,-0.08177,-1.21,3110350848.0,223.77776,Technology,12851875.0,-88621000.0,-0.14878,595656000.0,,1.568,1.208,-0.04646,,0.973,0.18
APPS,-0.95428,Software - Application,,0.45388,144697776.0,-0.02997,-2.96,527075168.0,2.6320755,Technology,21724376.0,-300708992.0,-0.61173,491574016.0,227.583,2.595,1.091,-0.10981,,1.003,0.53
APRE,-0.50108004,Biotechnology,,,19120288.0,-0.30255,-3.01,-5196480.0,-3.4509804,Healthcare,-9356979.0,-12927912.0,,1275686.0,,1.735,9.553,-6.8502502,,9.274,-1.02
APT,0.0765,Building Products & Equipment,,0.39286,58733060.0,0.040430002,0.37,55684456.0,4.6034484,Industrials,3813000.0,4711000.0,0.07712,61090000.0,14.84,-0.746,28.428,0.105100006,14.432433,13.543,1.16
APTO,,Biotechnology,,,7719089.0,,-4.24,,-0.17374428,Healthcare,,-35800000.0,,,,,,,,,-2.19
APTV,0.24212,Auto Parts,,0.18788,13145563136.0,0.05353,8.98,21703548928.0,8.012894,Consumer Cyclical,1054374976.0,2424000000.0,0.122889996,19725000704.0,109.665,1.817,1.497,0.11022,6.2282853,1.031,6.98
APVO,-2.50946,Biotechnology,,,3871065.0,-0.72747004,-35.64,114959.0,-0.049399655,Healthcare,-15818875.0,-24013000.0,,,109.276,,1.702,,,1.318,-5.83
APWC,0.01339,Electrical Equipment & Parts,,0.08,37933808.0,0.0113,0.17,120340856.0,,Industrials,-14062250.0,3342000.0,0.00748,446624000.0,30.066,0.664,2.209,0.00929,10.823529,1.157,
APXI,,Shell Companies,,,117434928.0,-0.01723,0.17,118862264.0,,Financial Services,-1540949.0,2443999.0,,,,0.005,0.096,,69.70589,0.096,
APXIU,,Shell Companies,,,,-0.01723,,115889224.0,,Financial Services,-1540949.0,2443999.0,,,,0.005,0.096,,,0.096,
APXIW,,Shell Companies,,,,-0.01723,,,,Financial Services,-1540949.0,2443999.0,,,,0.005,0.096,,,0.096,
APYX,-1.10246,Medical Devices,,0.61898,51272972.0,-0.21832001,-0.82,48465588.0,-2.846154,Healthcare,3783375.0,-28368000.0,-0.57857,49031000.0,259.321,1.209,5.327,-0.45658,,4.266,-0.52
AQB,-0.53796,Farm Products,,,3934204.0,-0.09028,-19.06,9118425.0,-0.44635963,Consumer Defensive,-48817560.0,-73501792.0,,1258512.0,5.702,1.152,3.015,-49.387577,,0.085,-2.28
AQMS,-1.29291,Waste Management,,,14746765.0,-0.50008,-4.8,10625427.0,-1.34375,Industrials,-18050376.0,-26475000.0,,25000.0,15.311,1.018,1.186,-888.76,,0.997,-1.6
AQN,0.04099,Utilities - Renewable,0.052800003,0.4065,3774781440.0,0.01598,0.54,12896406528.0,15.870968,Utilities,-497830624.0,378478016.0,-0.38546002,2614451968.0,117.634,0.523,0.922,0.19961001,9.111111,0.374,0.31
AQNB,,,,,,,,,,,,,,,,,,,,,
AQST,,Drug Manufacturers - Specialty & Generic,,0.69387,462273504.0,-0.15571,-0.45,421249440.0,-8.45,Healthcare,-12320875.0,-35193000.0,-0.5975,58900000.0,,2.816,6.373,-0.61217,,5.78,-0.6
AQU,,Shell Companies,,,50539968.0,-0.00853,-1.03,51503764.0,,Financial Services,30624996.0,689195.0,,,,0.023,0.066,,,0.044,
AR,0.0130900005,Oil & Gas E&P,,0.63791,9854564352.0,0.00759,0.14,,14.730232,Energy,-39022376.0,45002000.0,0.01053,4272369920.0,59.551,3.378,0.278,-0.00846,226.21428,0.261,2.15
ARAY,-0.34377998,Medical Devices,,0.31089002,199118704.0,-0.00166,-0.16,282156736.0,16.5,Healthcare,-3687875.0,-16530000.0,-0.03721,444204000.0,289.667,1.404,1.633,0.03734,,0.753,0.12
ARBB,-0.18764,Information Technology Services,,-0.34949002,19627200.0,-0.12546,-0.47,-22628950.0,,Technology,5234245.0,-54999680.0,-0.94523,58186648.0,0.053,,44.628,-0.12483,,44.506,
ARBE,-1.12673,Software - Infrastructure,,-0.27624,151666512.0,-0.47704,-0.71,148920304.0,-5.933333,Technology,-44633876.0,-45533000.0,,1372000.0,125.487,0.026,1.681,-28.39609,,0.762,-0.3
ARBEW,-1.12673,Software - Infrastructure,,-0.27624,,-0.47704,-1.342,,,Technology,-44633876.0,-45533000.0,,1372000.0,125.487,0.026,1.681,-28.39609,,0.762,
ARBK,,Capital Markets,,0.40491,82725760.0,-0.16048001,-0.9,792900992.0,-5.2,Financial Services,10188000.0,-49204000.0,-0.88152003,55817000.0,,3.385,0.432,-0.37252998,,0.386,-0.25
ARBKL,,,,,,,,,,,,,,,,,,,,,
ARC,0.02881,Specialty Business Services,0.0592,0.33228,146226912.0,0.019919999,0.11,193618864.0,19.882353,Industrials,15097875.0,4659000.0,0.01611,289230016.0,62.071,1.117,1.493,0.01991,30.727274,1.247,0.17
ARCB,0.15279001,Trucking,0.0039,0.09329,2852411392.0,0.049310002,8.03,3066990592.0,15.608195,Industrials,46675248.0,193116000.0,0.0454,4266908928.0,31.037,1.474,1.04,0.03894,15.180573,0.942,7.81
ARCC,0.1338,Asset Management,0.0889,1.0,13948781568.0,0.05355,2.6,27034783744.0,9.813636,Financial Services,990249984.0,1578000000.0,0.5371,2937999872.0,106.255,1.054,1.495,0.7329,8.303846,1.29,2.2
ARCH,0.12637,Coking Coal,0.0058999998,0.17337999,3087748352.0,0.057550002,9.58,2969068800.0,8.529765,Basic Materials,137631120.0,179451008.0,0.06784,2645357056.0,9.506,0.611,2.007,-0.00151,17.798538,1.284,19.99
ARCO,0.39277,Restaurants,0.028800001,0.134,1754822784.0,0.06926,0.81,3312677376.0,10.283951,Consumer Cyclical,4671500.0,170640000.0,0.03798,4492822016.0,360.453,1.156,0.628,0.066810004,10.283951,0.392,0.81
ARCT,-0.23119,Biotechnology,,-0.17205,551770368.0,-0.121549994,-2.33,344013504.0,-9.134529,Healthcare,-40255376.0,-62643000.0,-0.39054,160399008.0,11.236,2.64,4.763,-0.25765,,3.849,-2.23
ARDC,,Asset Management,0.1164,,344412448.0,,2.32,,,Financial Services,,,,,,,,,6.4784484,,
ARDT,,Medical Care Facilities,,0.56555,2470760192.0,,0.59,4531375104.0,8.655,Healthcare,,91986000.0,0.01612,5705817088.0,162.405,,1.905,0.04854,29.338984,1.496,2.0
ARDX,-0.4154,Biotechnology,,0.66033995,1159400320.0,-0.12184,-0.32,1097863680.0,-69.92857,Healthcare,-6630875.0,-72583000.0,-0.2882,251848992.0,81.406,0.914,4.03,0.02273,,3.455,-0.07
ARE,0.02132,REIT - Office,0.0467,0.71103996,19461496832.0,0.01397,1.64,36724678656.0,32.372093,Real Estate,1365915392.0,282550016.0,0.09618,3085452032.0,58.757,1.176,2.771,0.27855,67.90244,2.62,3.44
AREB,-2.35022,Footwear & Accessories,,0.10416,4380558.0,-0.46902,-35.55,10323491.0,107.0,Consumer Cyclical,-6226701.0,-18237808.0,-1.18007,15454870.0,308.673,1.429,0.935,-1.21273,,0.257,0.03
AREBW,,,,,,,,,,,,,,,,,,,,,
AREC,,Coking Coal,,-0.407,81293520.0,-0.091409996,-0.19,287905472.0,8.75,Basic Materials,-9722444.0,-14075533.0,-2.35651,5973044.0,,0.165,0.231,-1521.2255,,0.029,0.12
AREN,,Internet Content & Information,,0.41234002,18403016.0,-0.115,-1.92,138945040.0,-0.50560975,Communication Services,79751248.0,-49189000.0,-0.5393,237836992.0,,0.08,0.132,-0.094840005,,0.108,-1.23
ARES,0.21681999,Asset Management,0.0217,0.461,53651369984.0,0.02973,2.19,51156914176.0,30.603573,Financial Services,374495616.0,432348992.0,0.12511,3679764992.0,245.28,1.224,0.592,0.25597998,78.25571,0.542,5.6
ARGD,,,,,,,,,,,,,,,,,,,,,
ARGO^A,,,,,,,,,,,,,,,,,,,,,
ARGX,,Biotechnology,,0.37827,35784818688.0,,-0.77,32148029440.0,60.778126,Healthcare,,-40293000.0,-0.02111,1908658944.0,0.797,0.267,,0.027460001,,,9.69
ARHS,0.24946,Home Improvement Retail,,0.46553,1375788672.0,0.05328,0.56,1714073856.0,21.282608,Consumer Cyclical,29264376.0,78472000.0,0.061880004,1268103936.0,162.648,2.57,1.225,0.03344,17.482143,0.444,0.46
ARI,-0.055760004,REIT - Mortgage,0.108,0.49485,1279500544.0,-0.012460001,-0.94,8213027328.0,11.156627,Real Estate,,-129764000.0,-0.70606005,161103008.0,381.523,1.803,5.727,0.46780998,,5.727,0.83
ARIS,0.08453,Utilities - Regulated Water,0.0166,0.59609,1470798848.0,0.04858,0.81,1595337344.0,16.296774,Utilities,-26640250.0,24599000.0,0.06289,420960000.0,64.531,1.616,1.72,0.25258,31.185184,1.67,1.55
ARKO,0.0633,Specialty Retail,0.0174,0.27465,797662144.0,0.01879,0.16,3203039488.0,36.263157,Consumer Cyclical,87984128.0,18467000.0,0.0027,8973012992.0,684.782,0.463,1.627,0.020450002,43.0625,0.865,0.19
