Year,Company,Market_Cap
2021,ACN,191617839660.64453
2022,ACN,155983809814.45312
2020,ACNB,155210480.82027435
2021,ACNB,216743114.51349255
2022,ACNB,240179214.00548932
2023,ACNB,261139729.7915268
2020,ACNT,55888343.80688667
2021,ACNT,111270450.68264008
2022,ACNT,141847049.31735992
2023,ACNT,89806087.84132004
2022,ACON,125036425.14019012
2023,ACON,52393156.00466728
2021,ACP,355953860.62145233
2023,ACP,295857221.5032577
2022,ACP,237874996.7622757
2020,ACP,281145301.4945984
2022,ACR,64166821.49660111
2020,ACR,49365151.949830055
2023,ACR,65347810.50169945
2021,ACR,127310129.70067978
2020,ACRE,307072895.5997944
2021,ACRE,559099049.4389534
2022,ACRE,430718558.4294319
2023,ACRE,452617993.3977127
2023,ACRS,488710503.1960488
2021,ACRS,1284202800.0
2022,ACRS,1122963987.670517
2020,ACRS,183355617.2372341
2023,ACRV,296094244.99645233
2020,ACST,97343043.86806488
2021,ACST,121678800.0
2022,ACST,35286852.193403244
2023,ACST,28188921.70989513
2023,ACT,4039419446.960449
2022,ACT,3072017390.155792
2021,ACT,2843322885.959625
2020,ACTG,348301252.8717518
2021,ACTG,681546246.1709976
2022,ACTG,405514996.1709976
2023,ACTG,366368759.572506
2022,ACU,81927690.10087967
2023,ACU,108316088.29164504
2020,ACU,79324435.00341415
2021,ACU,114414654.99505997
2020,ACV,151752507.10487366
2021,ACV,218269088.21868896
2022,ACV,146073072.14927673
2023,ACV,174839894.6800232
2021,ACVA,2722428547.1191406
2022,ACVA,1094145448.7075806
2023,ACVA,2310031726.4404297
2021,ACXP,83499811.83104515
2022,ACXP,48735300.0
2023,ACXP,24367650.0
2021,ADAG,635950031.867218
2022,ADAG,56666622.73340225
2023,ADAG,67734322.73340225
2023,ADAP,199481086.4430771
2021,ADAP,1322201628.1517944
2020,ADAP,2040845041.0379488
2022,ADAP,274925878.5948715
2023,ADBE,224457977313.2324
2022,ADBE,121143045373.53516
2021,ADBE,253431931103.5156
2020,ADBE,215887282775.8789
2020,ADC,5404682278.633118
2021,ADC,5840002171.993256
2022,ADC,6200185348.987579
2023,ADC,5294989881.515503
2020,ADCT,3189727253.3270874
2021,ADCT,2626037808.6066284
2022,ADCT,466034711.317543
2023,ADCT,86728864.74123287
2020,ADD,1072012842.5979614
2021,ADD,1228348000.0
2022,ADD,65884117.07139015
2023,ADD,56950678.93505096
2021,ADEA,827990409.6565247
2020,ADEA,494011453.92894745
2022,ADEA,643078261.6124153
2023,ADEA,1142515412.9390717
2023,ADI,85440257458.09277
2020,ADI,53979029307.46582
2021,ADI,78778345158.60645
2022,ADI,66741602276.50488
2021,ADIL,687019905.0
2020,ADIL,357122235.0
2023,ADIL,17808068.216729164
2022,ADIL,56050575.0
2023,ADM,34917295446.38672
2021,ADM,26665528107.369877
2020,ADM,20136280586.514404
2022,ADM,36473620859.67188
2021,ADMA,263383797.9285736
2023,ADMA,834437150.8571777
2022,ADMA,566391724.9999695
2020,ADMA,557068413.5713806
2020,ADN,817845434.18396
2023,ADN,30926261.0931015
2022,ADN,242031626.04599
2021,ADN,688129110.0
2020,ADNT,1511001029.6679382
2021,ADNT,3614021587.3206177
2022,ADNT,2419519836.0
2023,ADNT,3199869543.3206177
2022,ADP,88287984369.65332
2020,ADP,52405831854.850586
2021,ADP,76605975334.68066
2023,ADP,95922947784.83691
2020,ADPT,7171563517.51709
2021,ADPT,5012573527.526855
2022,ADPT,1050000623.123169
2023,ADPT,803722371.8719482
2022,ADRT,29657174.17552948
2023,ADRT,34629459.94682312
2021,ADSE,509808400.35591125
2023,ADSE,361500515.0177956
2022,ADSE,383128754.9466133
2020,ADSK,49784731058.09375
2021,ADSK,61456702142.4375
2023,ADSK,44590966323.9375
2022,ADSK,40257080363.28125
2020,ADT,6862484613.106567
2021,ADT,6903617528.805176
2022,ADT,6419551533.749268
2023,ADT,5142498048.0
2021,ADTN,1486392338.1347656
2022,ADTN,1551362553.955078
2023,ADTN,652079323.7304688
2020,ADTN,798965560.4248047
2020,ADTX,21015852000.0
2021,ADTX,18213738400.0
2022,ADTX,730705008.0
2023,ADTX,67304614.02224731
2020,ADUS,1710659391.6664124
2021,ADUS,1443498925.0
2023,ADUS,1541964601.1901855
2022,ADUS,1723872533.3335876
2021,ADV,2772653439.324463
2022,ADV,682745942.6026611
2023,ADV,910327847.0480042
2020,ADV,3256665868.529785
2020,ADVM,2142492700.0
2021,ADVM,451379545.8698273
2022,ADVM,197608550.0
2023,ADVM,312013500.0
2023,ADX,1857806011.856079
2021,ADX,1923429459.4802856
2022,ADX,1626696755.9280396
2020,ADX,1556131596.3401794
2020,ADXN,262266335.47698972
2021,ADXN,192585142.73849487
2022,ADXN,17099680.0
2023,ADXN,8207846.216540337
2020,AE,48634815.455818176
2021,AE,76730797.99861908
2023,AE,86505809.47380066
2022,AE,76517458.04100037
2023,AEAE,65500575.0
2022,AEAE,62568642.83423424
2023,AEE,19287479975.11499
2022,AEE,20149698742.77344
2020,AEE,18770800937.45264
2021,AEE,19747128183.554688
2020,AEF,303898700.69704056
2021,AEF,414377070.9022522
2022,AEF,232443240.12794492
2023,AEF,242086085.03198624
2020,AEG,4004332221.3361816
2021,AEG,8239844702.693848
2022,AEG,6410566671.673462
2023,AEG,7770384078.36731
2020,AEHL,215325132.4642181
2021,AEHL,276564400.0
2022,AEHL,62226991.883945465
2023,AEHL,30619629.058027267
2020,AEHR,41121342.57680178
2021,AEHR,403817493.71471405
2022,AEHR,417130181.285286
2023,AEHR,1351975112.570572
2021,AEI,434050640.0
2022,AEI,47283813.34312439
2023,AEI,12190358.88440132
2020,AEIS,2366463279.733658
2021,AEIS,3305761875.0
2023,AEIS,3884788303.470612
2022,AEIS,2916228362.9608154
2022,AEM,21158539238.48621
2023,AEM,22771859695.856323
2021,AEM,25799046906.25525
2020,AEM,38544334711.15869
2020,AEMD,188153550.0
2021,AEMD,537979758.7333679
2022,AEMD,80836342.65832901
2023,AEMD,32055789.335417747
2021,AENT,499186529.715538
2023,AENT,56540514.72866535
2022,AENT,506827120.284462
2020,AEO,2745522840.5151367
2021,AEO,4886357002.685547
2022,AEO,1868782632.080078
2023,AEO,3190183157.2265625
2023,AEON,221324316.2308693
2023,AEP,38397119408.87451
2022,AEP,42486687655.94482
2020,AEP,37533544900.81787
2021,AEP,38574274868.774414
2022,AER,8261081165.986816
2021,AER,11282142520.490112
2020,AER,4916055515.746155
2023,AER,12230614674.013184
2022,AERT,445004000.0
2023,AERT,470814228.6048889
2022,AES,15011400781.418943
2023,AES,10372803445.132324
2020,AES,11403180088.770996
2021,AES,14748134556.250977
2023,AESI,2442410049.7055054
2022,AEVA,501612560.4652405
2020,AEVA,2682420000.0
2023,AEVA,205205132.55815503
2021,AEVA,2129841520.930481
2021,AEYE,131026469.82793808
2022,AEYE,65453843.71891022
2023,AEYE,58801542.734241486
2020,AEYE,173316070.8126068
2023,AFB,268477370.38612366
2020,AFB,375044001.4257431
2021,AFB,420020958.2033157
2022,AFB,297797154.1312218
2020,AFBI,45848875.11153698
2021,AFBI,90094642.72307396
2022,AFBI,93685600.09846687
2023,AFBI,94839839.4553852
2022,AFCG,216431628.95011905
2021,AFCG,305267641.9159889
2023,AFCG,166072385.05926132
2020,AFG,4390533335.388947
2021,AFG,10031502915.72113
2022,AFG,10314294159.605408
2023,AFG,9369537192.367554
2022,AFL,30064668861.691406
2020,AFL,18483171116.9458
2021,AFL,27182760244.992188
2023,AFL,42047110807.5293
2021,AFMD,969073428.036499
2022,AFMD,323024485.9817505
2023,AFMD,74954227.28996277
2020,AFMD,531579143.927002
2021,AFRI,269867166.9746399
2022,AFRI,302391000.0
2023,AFRI,303466166.9746399
2023,AFRM,5688342742.582031
2022,AFRM,5017080811.291016
2021,AFRM,31859531768.50781
2021,AFYA,915740563.3821487
2023,AFYA,732963588.8482094
2022,AFYA,629049775.4660606
2020,AFYA,1263666313.3821487
2022,AG,2298313885.482788
2021,AG,3407050741.607666
2020,AG,2868064477.56958
2023,AG,1547290114.517212
2020,AGAE,48113477.6358366
2022,AGAE,44676799.36126471
2021,AGAE,67587980.2716732
2023,AGAE,34672252.10866928
2020,AGBA,1014762885.1804732
2021,AGBA,1063643672.164917
2022,AGBA,1118390016.4089203
2023,AGBA,58656751.47396326
2020,AGCO,5353209459.855469
2021,AGCO,9116911192.705078
2022,AGCO,7178350239.005859
2023,AGCO,8828691626.003906
2020,AGEN,1693574036.5257263
2023,AGEN,487524948.2290268
2022,AGEN,867956683.4331512
2021,AGEN,2222815994.944
2023,AGFY,43350739.98390198
2021,AGFY,74075828400.0
2022,AGFY,1738025100.0
2023,AGI,4738616384.629028
2022,AGI,3110110434.5161133
2020,AGI,3642938360.2215576
2021,AGI,3011648762.663269
2020,AGIO,1991258500.0
2021,AGIO,2625616651.811981
2023,AGIO,1408104225.0
2022,AGIO,1608936907.0653915
2022,AGL,9636932078.753662
2023,AGL,7307938316.260986
2021,AGL,10784969262.956057
2020,AGM,569534433.8935089
2021,AGM,1007264670.7871246
2022,AGM,927025418.092804
2023,AGM,1442808409.5359802
2022,AGMH,39050228.3469677
2023,AGMH,39777871.6530323
2020,AGMH,379345080.32722473
2021,AGMH,215382626.7757416
2021,AGNC,12339457638.183594
2022,AGNC,6588346939.697266
2023,AGNC,7386459831.665039
2020,AGNC,10110263985.473633
2020,AGNCM,10332092595.153809
2021,AGNCM,12318509288.101196
2022,AGNCM,9212601288.101196
2023,AGNCM,11467968000.0
2023,AGNCN,12256390617.721558
2021,AGNCN,12523976282.531738
2022,AGNCN,11133485235.443115
2020,AGNCN,10821609554.70276
2020,AGO,1103406875.0862122
2021,AGO,2453789693.916321
2022,AGO,2550194860.157776
2023,AGO,3185506536.094665
2020,AGR,18495300498.21167
2023,AGR,11676091246.80652
2022,AGR,16138316628.065186
2021,AGR,18457896304.50659
2023,AGRI,528319671.0027695
2022,AGRI,7075710000.0
2021,AGRI,10519222200.0
2023,AGRO,1197769047.0056534
2020,AGRO,478492877.81715393
2021,AGRO,925222802.6399612
2022,AGRO,849401686.091423
2020,AGS,142442872.4650383
2021,AGS,317076232.6048851
2022,AGS,213261937.6748085
2023,AGS,262352411.23251915
2023,AGX,614501798.1796265
2022,AGX,434282107.2814941
2021,AGX,582450856.5383911
2020,AGX,535060125.1296997
2022,AGYS,1543257587.4557495
2023,AGYS,1844659990.1062007
2020,AGYS,673624283.745575
2021,AGYS,1459891065.0177002
2020,AHCO,2932790628.185272
2021,AHCO,3131806423.110962
2022,AHCO,2525346692.3332214
2023,AHCO,1223677051.296234
2020,AHG,352543392.70339966
2021,AHG,533579184.3516998
2022,AHG,216290130.9186401
2023,AHG,246780374.89237976
2020,AHH,697356722.8311539
2022,AHH,827246565.1205063
2023,AHH,816089069.7589874
2021,AHH,1053722036.9556428
2022,AHT,341838843.1277275
2023,AHT,119969879.2658329
2021,AHT,738893965.4039383
2020,AHT,828243900.0
2022,AI,1544162500.0
2021,AI,5724519238.84964
2023,AI,3152562216.54892
2023,AIEV,754540749.71521
2022,AIEV,705746605.7087402
2023,AIFF,65198797.59431839
2020,AIFF,160489350.37727356
2021,AIFF,737247898.4909058
2022,AIFF,240734009.62272644
2023,AIG,38210766276.09082
2022,AIG,29223343463.61328
2021,AIG,33001278932.810547
2020,AIG,16114273548.113523
2020,AIHS,64159798.99692536
2023,AIHS,4975013.894677162
2022,AIHS,9361019.849538803
2021,AIHS,61740658.796310425
2023,AILE,1478081263.937256
2021,AILE,1370789757.7053225
2022,AILE,1386318738.357422
2020,AIM,136141661.0388279
2021,AIM,127909832.79223442
2022,AIM,36726584.94320512
2023,AIM,29127982.52839744
2021,AIMD,445313431.2236786
2022,AIMD,76029122.96545982
2023,AIMD,24940770.23272991
2021,AIN,2396220974.9794006
2022,AIN,2463161652.2140503
2020,AIN,1528244497.3754883
2023,AIN,2695947981.8573
2020,AIO,572216095.6363678
2021,AIO,780685146.7323303
2022,AIO,535032777.3799896
2023,AIO,566969917.8600311
2020,AIOT,742394335.0906372
2021,AIOT,883488774.848938
2022,AIOT,406141109.9395752
2023,AIOT,272958471.1971283
2022,AIP,261452946.00982663
2023,AIP,255564380.98526
2020,AIR,675064732.604599
2021,AIR,1164486721.9581604
2022,AIR,1286213803.0418396
2023,AIR,2137585337.1673584
2020,AIRG,150762011.72447205
2021,AIRG,142511911.1199379
2022,AIRG,81483815.43111801
2023,AIRG,41476505.86223602
2023,AIRI,9577304.41810608
2022,AIRI,22024463.681755062
2021,AIRI,35706327.36351013
2020,AIRI,40711887.36351013
2023,AIRJ,540769619.4610596
2022,AIRJ,506078723.8922119
2022,AIRS,370317193.1136608
2023,AIRS,393929972.78785706
2022,AIRT,47252058.31632614
2021,AIRT,79158234.84230042
2020,AIRT,26882886.36827469
2023,AIRT,61687118.55287552
2020,AIRTP,56647663.37093353
2021,AIRTP,72336825.13523102
2022,AIRTP,66520578.16135407
2023,AIRTP,59975076.32270813
2022,AISP,263527099.8456955
2023,AISP,283917197.1481323
2021,AISP,258469520.01543045
2020,AIT,2071027552.1701813
2023,AIT,5943162040.461731
2022,AIT,3950832319.076538
2021,AIT,3441254080.46875
2022,AIV,1033745668.6097716
2021,AIV,967917385.428604
2020,AIV,473040228.82855225
2023,AIV,962941172.6097716
2023,AIXI,138655866.09315872
2022,AIZ,7242687158.68988
2021,AIZ,7737967702.667236
2020,AIZ,5842458264.729309
2023,AIZ,7314792037.109375
2023,AJG,49486384152.22168
2022,AJG,36780790664.67285
2021,AJG,31546013720.703125
2020,AJG,22085028256.988525
2023,AJX,293712302.6096821
2022,AJX,342512335.43872833
2021,AJX,600481366.6176796
2020,AJX,346790300.2882004
2023,AKA,55043853.78761292
2022,AKA,183479515.97747803
2021,AKA,1083161868.8720703
2020,AKAM,16749684178.726196
2022,AKAM,12170568273.757936
2023,AKAM,16143580178.726196
2021,AKAM,15848103785.095217
2022,AKAN,525067920.0
2023,AKAN,60496958.17714691
2020,AKBA,527822877.99453735
2021,AKBA,605629464.0655518
2022,AKBA,66451011.058330536
2023,AKBA,239728316.99180603
2020,AKR,1074356390.97023
2021,AKR,2134972628.1471248
2022,AKR,1329277207.9458237
2023,AKR,1511499890.1805878
2023,AKRO,3511809991.131592
2022,AKRO,2364118687.0285034
2020,AKRO,2137774395.565796
2021,AKRO,1551778406.4857483
2020,AKTS,1261462601.6912842
2021,AKTS,1499532748.1141052
2022,AKTS,459135298.1828842
2023,AKTS,116407032.26744844
2021,AKTX,395913941.46881104
2020,AKTX,422632070.7344055
2022,AKTX,153021964.63279724
2023,AKTX,47971170.579099655
2023,AKYA,230172679.72064015
2021,AKYA,691013021.8882561
2022,AKYA,581619125.0
2021,AL,4362385788.166046
2020,AL,3215280524.2652893
2022,AL,3453800795.492172
2023,AL,4389367553.0052185
2023,ALAR,23561013.458561897
2022,ALAR,30224040.655088425
2021,ALAR,74873187.3796463
2020,ALAR,70064818.68982315
2023,ALB,19700875505.874638
2022,ALB,30412295030.76172
2021,ALB,25018761328.24707
2020,ALB,10107653278.640747
2022,ALBT,102458719.56100464
2023,ALBT,12835312.173175812
2020,ALBT,199802500.0
2021,ALBT,141939697.82924652
2020,ALC,28012454275.924683
2021,ALC,39691345282.10449
2022,ALC,28696936070.526123
2023,ALC,38009381435.791016
2020,ALCO,212608639.55291748
2021,ALCO,261208070.4045868
2022,ALCO,215435615.85392
2023,ALCO,190413343.41567996
2023,ALCY,124946514.07718658
2021,ALDX,521721632.13272095
2022,ALDX,317311353.0670166
2023,ALDX,396936277.7996063
2020,ALDX,440314046.9329834
2020,ALE,2817004625.7808685
2021,ALE,3368427720.137024
2022,ALE,2890602670.936966
2023,ALE,3049426995.936966
2022,ALEC,920657647.5525056
2023,ALEC,630640755.7762527
2020,ALEC,1025277815.789978
2021,ALEC,2220867563.579956
2020,ALEX,781137086.5747452
2021,ALEX,1689525216.8964386
2022,ALEX,1204069438.4593964
2023,ALEX,1214962680.7563782
2020,ALG,1295050336.303711
2021,ALG,1679166010.4370117
2022,ALG,1474576159.5153809
2023,ALG,2084691607.36084
2023,ALGM,5873862173.734802
2021,ALGM,5877539967.311768
2022,ALGM,4018280794.95343
2020,ALGN,24452842871.24414
2021,ALGN,49705693367.62207
2022,ALGN,15470517255.031494
2023,ALGN,22806520340.37793
2021,ALGS,1191326977.5
2022,ALGS,84491275.0
2023,ALGS,57377254.4059372
2020,ALGT,2191956695.8374023
2021,ALGT,3576658385.8276367
2022,ALGT,1335300525.4211426
2023,ALGT,1406292059.1674805
2022,ALHC,2264992029.1900635
2021,ALHC,3056973912.4298096
2023,ALHC,1327622010.9462738
2023,ALIT,3795532321.685791
2022,ALIT,3924012839.157105
2021,ALIT,6145657034.942627
2020,ALIT,5546080776.20697
2023,ALK,4677975951.004028
2022,ALK,4939125042.503357
2021,ALK,7392917207.496643
2020,ALK,4621204304.75235
2021,ALKS,5078361145.126343
2020,ALKS,2728548709.7473145
2022,ALKS,3677036427.4368286
2023,ALKS,4612350717.689514
2021,ALKT,2442959702.207947
2022,ALKT,1489730288.8799667
2023,ALKT,1803513920.03212
2023,ALL,28753194179.40161
2022,ALL,31194423091.37549
2021,ALL,31031186323.311035
2020,ALL,22394053183.97021
2020,ALLE,8172363736.273193
2021,ALLE,11043864401.998293
2022,ALLE,7604508869.995361
2023,ALLE,8945324463.490723
2020,ALLK,7236889569.64917
2021,ALLK,9406624276.515747
2022,ALLK,543766298.3118439
2023,ALLK,201691096.3853073
2020,ALLO,7885613328.552246
2023,ALLO,662885055.9539795
2022,ALLO,2258409639.8849487
2021,ALLO,5374178559.539795
2023,ALLR,633149747.2442627
2022,ALLR,1305288600000.0
2020,ALLT,352282854.76760864
2021,ALLT,575266250.7091522
2023,ALLT,84393034.58433151
2022,ALLT,151752610.95352173
2020,ALLY,7395022414.489746
2021,ALLY,15373134020.629885
2022,ALLY,8479021736.755371
2023,ALLY,8128649052.978516
2020,ALNT,463549639.71061707
2021,ALNT,526883459.5659256
2022,ALNT,482078156.1361313
2023,ALNT,520819573.2851029
2023,ALNY,22736275883.57544
2022,ALNY,25696741430.145264
2021,ALNY,24239616296.569824
2020,ALNY,18692274383.57544
2023,ALOT,94007125.0
2022,ALOT,87990667.56556511
2021,ALOT,113184579.93443488
2020,ALOT,60314974.84264374
2022,ALPP,109450441.41054152
2021,ALPP,433857609.4036102
2020,ALPP,7888319.823682308
2023,ALPP,17871975.58772564
2022,ALRM,3194277198.059082
2021,ALRM,3850763792.236328
2020,ALRM,2720996200.0
2023,ALRM,3011071601.940918
2020,ALRN,558977623.4703064
2021,ALRN,441982311.7351532
2022,ALRN,89696409.10730362
2023,ALRN,32932015.58675766
2022,ALRS,560433909.6736908
2023,ALRS,461026627.73895264
2021,ALRS,757726898.7178802
2020,ALRS,489571802.9079437
2023,ALSA,45352319.84329224
2022,ALSA,41408639.68658447
2023,ALSN,5146364729.905701
2020,ALSN,2990806186.803955
2021,ALSN,3061606066.208679
2022,ALSN,2941775492.7819214
2021,ALT,803813039.8225784
2023,ALT,184784593.22214127
2020,ALT,938137186.4442824
2022,ALT,907576702.533722
2021,ALTG,454360009.8514557
2020,ALTG,259114272.4752426
2022,ALTG,364348432.57427216
2023,ALTG,399095563.8861656
2023,ALTI,639254399.663681
2022,ALTI,910202725.345276
2021,ALTI,904691960.6368104
2023,ALTM,8228871977.199829
2022,ALTM,13699887934.279177
2021,ALTM,10329670960.204834
2020,ALTM,2663528618.547729
2023,ALTO,338069009.835434
2022,ALTO,278409776.0237217
2021,ALTO,377841832.3765754
2020,ALTO,559114117.6234245
2023,ALTR,3717790737.611389
2021,ALTR,4096938889.086914
2020,ALTR,2494770620.796204
2022,ALTR,2627888544.543457
2020,ALTS,58003605.45830727
2021,ALTS,92280494.058609
2022,ALTS,28871383.415293694
2023,ALTS,5531432.951751351
2021,ALUR,628889067.4659729
2022,ALUR,635325970.6335068
2023,ALUR,276788432.2774887
2023,ALV,7597858152.360535
2020,ALV,5627875291.442871
2021,ALV,6707103141.448975
2022,ALV,5247152261.705017
2022,ALVO,2041141509.109497
2023,ALVO,2753729245.4452515
2022,ALVR,910229834.5971107
2023,ALVR,248034761.00206372
2020,ALVR,3172537500.0
2021,ALVR,2891046838.388443
2020,ALX,1131681588.2441711
2021,ALX,1287090618.6387634
2022,ALX,1067219352.6896667
2023,ALX,930701434.879303
2020,ALXO,1987833820.4078677
2021,ALXO,3890339180.1483154
2022,ALXO,504069109.9258423
2023,ALXO,252824650.04634857
2023,ALZN,138291630.03211975
2021,ALZN,1797207720.0
2022,ALZN,694375710.0
2020,AM,2162372660.8150635
2021,AM,4806922869.226501
2022,AM,4417976053.429199
2023,AM,5765506463.856201
2022,AMAL,691013156.6207886
2021,AMAL,480359710.9272003
2023,AMAL,527682770.9587097
2020,AMAL,314590026.0169983
2022,AMAT,66399081342.67188
2021,AMAT,103453722577.64062
2020,AMAT,47375716998.53125
2023,AMAT,113277314272.53123
2020,AMBA,2153703422.595978
2022,AMBA,2318801422.595978
2023,AMBA,2188786684.616089
2021,AMBA,6428090856.7276
2020,AMBC,605821591.7167664
2021,AMBC,679355105.5221558
2022,AMBC,604872750.0
2023,AMBC,572138479.9070358
2022,AMBI,160655393.23558807
2021,AMBI,159359786.47117615
2020,AMBI,159359786.47117615
2023,AMBI,112070093.23558807
2021,AMBO,41694785.45900345
2022,AMBO,8792777.729501724
