Ticker,Year,Beta,Current Assets,Cash And Cash Equivalents,Current Liabilities,Total Liabilities Net Minority Interest,Depreciation And Amortization,Capital Expenditure,Net Income,Interest Expense,Tax Rate For Calcs
CASI,2022,1.0942170360674757,73423000.0,47112000.0,17005000.0,29302000.0,2422000.0,-5612000.0,-41014000.0,,0.25
CAT,2022,0.7803132553512391,43785000000.0,7004000000.0,31531000000.0,66052000000.0,2219000000.0,-2599000000.0,6705000000.0,443000000.0,0.236
CATO,2022,0.8439231129440913,277673000.0,20005000.0,202957000.0,326547000.0,11080000.0,-19433000.0,29000.0,87000.0,0.21
CATX,2022,0.9507614790779263,59329000.0,55890000.0,2266000.0,3162000.0,248000.0,-266000.0,-7272000.0,,0.0
CBAT,2022,1.353103404800923,125707008.0,6519212.0,111933857.0,119654237.0,8559023.0,-12373112.0,-9448446.0,,0.097818
CBOE,2022,0.5324154576728478,1556000000.0,432700000.0,1477200000.0,3533600000.0,166800000.0,-59800000.0,235000000.0,60000000.0,0.21
CBRE,2022,1.1397661037599986,8529000000.0,1318000000.0,8242000000.0,11907000000.0,613000000.0,-260000000.0,1407000000.0,,0.14
CBRL,2022,1.0228470691888205,282287000.0,25147000.0,488966000.0,1734269000.0,117220000.0,-126987000.0,99050000.0,17006000.0,0.044
CBT,2022,1.1846138008611338,1820000000.0,206000000.0,1105000000.0,2493000000.0,146000000.0,-211000000.0,209000000.0,56000000.0,0.3
CBUS,2022,1.0035425180491597,4132000.0,3427000.0,1662000.0,15188000.0,1534000.0,-1520000.0,-16891000.0,87000.0,0.0
CBZ,2022,0.715541864993435,568426000.0,4697000.0,512407000.0,1165672000.0,32895000.0,-8641000.0,105354000.0,8039000.0,0.255
CC,2022,1.364663676806604,3214000000.0,1102000000.0,1891000000.0,6533000000.0,291000000.0,-307000000.0,578000000.0,163000000.0,0.22
CCCC,2022,2.0452728954759873,287557000.0,29754000.0,44546000.0,141606000.0,1676000.0,-5496000.0,-128175000.0,2216000.0,0.0
