Ticker,Year,Beta,Current Assets,Cash And Cash Equivalents,Current Liabilities,Total Liabilities Net Minority Interest,Depreciation And Amortization,Capital Expenditure,Net Income,Interest Expense,Tax Rate For Calcs
CASI,2020,-0.10092345783728911,74025000.0,57064000.0,7976000.0,24161000.0,1959000.0,-19327000.0,-48287000.0,,0.0
CAT,2020,0.8585413010430639,39464000000.0,9352000000.0,25717000000.0,62946000000.0,2432000000.0,-2115000000.0,2998000000.0,514000000.0,0.252
CATO,2020,1.2052421545283627,290550000.0,17510000.0,181934000.0,344954000.0,14681000.0,-13956000.0,-47483000.0,187000.0,0.348
CATX,2020,-0.08035064578092811,5507000.0,2392000.0,1575000.0,2976000.0,147000.0,-273000.0,-3446000.0,,0.0
CBAT,2020,4.093105592084337,63170406.0,11681750.0,73708520.0,90360251.0,2700888.0,-5709975.0,-7806898.0,1399095.0,0.0
CBOE,2020,0.550678145291897,1566800000.0,245400000.0,1313300000.0,3167600000.0,158500000.0,-47400000.0,468200000.0,38700000.0,0.291
CBRE,2020,1.3484694325508921,8845631000.0,1896188000.0,7143983000.0,10533483000.0,501728000.0,-266575000.0,751989000.0,67753000.0,0.22
CBRL,2020,1.250690640115086,353596000.0,144593000.0,465262000.0,1728061000.0,121339000.0,-71409000.0,254513000.0,56108000.0,0.18
CBT,2020,1.1820712736446926,978000000.0,151000000.0,529000000.0,1967000000.0,158000000.0,-200000000.0,-238000000.0,53000000.0,0.27
CBUS,2020,1.761963637755954,39590000.0,17299000.0,6945000.0,26452000.0,1869000.0,-1786000.0,-44836000.0,1435000.0,0.0
CBZ,2020,0.8089642836411572,436431000.0,4652000.0,378274000.0,811134000.0,23139000.0,-11576000.0,78299000.0,4983000.0,0.243
CC,2020,1.6817852749745217,2633000000.0,1105000000.0,1442000000.0,6267000000.0,320000000.0,-267000000.0,219000000.0,210000000.0,0.27
CCCC,2020,0.29286309917750125,381009000.0,181727000.0,43852000.0,119347000.0,1617000.0,-650000.0,-66335000.0,1229000.0,0.009349
CCCS,2020,0.10440496014366352,281765000.0,162118000.0,125715000.0,1809761000.0,116362000.0,-30667000.0,-16876000.0,77003000.0,0.217
CCEC,2020,0.6898020155540483,57779000.0,47336000.0,61606000.0,400120000.0,53101000.0,-185247000.0,30367000.0,16741000.0,0.24
CCEL,2020,0.43386110195554106,18556202.0,10361125.0,16414621.0,48865229.0,635975.0,-449962.0,3624596.0,1544017.0,0.2798
CCEP,2020,0.7359371116634972,4076000000.0,1523000000.0,4140000000.0,13212000000.0,727000000.0,-408000000.0,498000000.0,120000000.0,0.283453
CCI,2020,0.32254287350964456,1104000000.0,232000000.0,1969000000.0,29307000000.0,1608000000.0,-1624000000.0,1056000000.0,666000000.0,0.018587
CCJ,2020,0.5780650165129005,1945044000.0,918382000.0,303783000.0,2622270000.0,208662000.0,-77462000.0,-53169000.0,57743000.0,0.265
CCK,2020,0.8473889115680268,4903000000.0,1173000000.0,4282000000.0,14087000000.0,481000000.0,-587000000.0,579000000.0,290000000.0,0.274
CCL,2020,2.7319076020865736,10563000000.0,9513000000.0,8686000000.0,33038000000.0,2241000000.0,-3620000000.0,-10236000000.0,895000000.0,0.001658
CCLD,2020,0.8816806690211484,44819000.0,20925000.0,29024000.0,36754000.0,13023000.0,-7752000.0,-8813000.0,488000.0,0.27
CCLDP,2020,0.1387424777791298,44819000.0,20925000.0,29024000.0,36754000.0,13023000.0,-7752000.0,-8813000.0,488000.0,0.27
CCM,2020,4.907867007497415,675998000.0,334264000.0,512117000.0,2933708000.0,80299000.0,-512902000.0,-309989000.0,81359000.0,0.085189
CCO,2020,1.4956091625350192,1334760000.0,785308000.0,1090206000.0,8537875000.0,419821000.0,-124162000.0,-582739000.0,360259000.0,0.088
CCOI,2020,0.8177723073439752,456337000.0,371301000.0,94443000.0,1293643000.0,83477000.0,-55952000.0,6216000.0,62486000.0,0.397207
CCRN,2020,0.9450007166514148,183111000.0,1600000.0,93423000.0,202064000.0,12671000.0,-4615000.0,-12962000.0,2890000.0,0.015
CDE,2020,2.138378582479599,269608000.0,92794000.0,234108000.0,710498000.0,131387000.0,-99279000.0,25627000.0,19183000.0,0.27
CDLX,2020,1.3952670396795874,385591000.0,293239000.0,81274000.0,265345000.0,11592000.0,-10117000.0,-55422000.0,3048000.0,0.0
CDMO,2020,0.8139529917733257,207804000.0,169915000.0,70936000.0,187774000.0,3453000.0,-9864000.0,11212000.0,1164000.0,0.0
CDNS,2020,0.9991492579049993,1478587000.0,928432000.0,796808000.0,1457767000.0,150136000.0,-94813000.0,590644000.0,20749000.0,0.067
CDP,2020,0.8590616894396167,445785000.0,18369000.0,361205000.0,2357881000.0,140031000.0,-32756000.0,97374000.0,67937000.0,0.003497
CDW,2020,1.3731403039482724,5953500000.0,1410200000.0,3898300000.0,8047600000.0,425600000.0,-158000000.0,788500000.0,154900000.0,0.213
CDXC,2020,-0.092777480806569,32219000.0,16497000.0,16476000.0,21934000.0,1513000.0,-142000.0,-19925000.0,71000.0,0.0
CDZI,2020,0.5131954296601166,8036000.0,7290000.0,3135000.0,99664000.0,381000.0,-5729000.0,-37817000.0,10899000.0,0.27
CE,2020,0.8908457390515284,3763000000.0,955000000.0,1973000000.0,7014000000.0,356000000.0,-364000000.0,1985000000.0,109000000.0,0.11
CEAD,2020,1.555917480780596,3683293.0,2284881.0,5903689.0,6146964.0,310286.0,-9332.0,-1758716.0,17432.0,0.0
CECO,2020,0.6692527488760046,183485000.0,35992000.0,109356000.0,215703000.0,9921000.0,-3945000.0,8211000.0,3535000.0,0.301
CELC,2020,-0.07885960585490319,12166960.0,11637911.0,1185317.0,1254477.0,385591.0,-89371.0,-9474175.0,120.0,0.0
CELH,2020,0.8602319958335518,93150665.0,43248021.0,26365092.0,26962330.0,1611000.0,-574000.0,8524000.0,1074000.0,0.023
CELU,2020,-0.06300165547386849,72160000.0,54311000.0,26677000.0,962408000.0,8174000.0,-27834000.0,-208233000.0,2354000.0,0.022
CELZ,2020,-3.9344495658981207,98012.0,98012.0,40520785.0,40520785.0,66792.0,-250000.0,-36325230.0,1229590.0,0.0
CENN,2020,1.7861787858985203,20133395.0,4549034.0,14536637.0,14892780.0,2487429.0,-174804.0,-19466015.0,1058795.0,0.0
CENT,2020,0.7452634532249156,1525283000.0,652712000.0,440262000.0,1261690000.0,55359000.0,-43055000.0,120676000.0,44016000.0,0.209564
CENTA,2020,0.6984809000783271,1525283000.0,652712000.0,440262000.0,1261690000.0,55359000.0,-43055000.0,120676000.0,44016000.0,0.209564
CENX,2020,2.0458435891865827,456000000.0,81600000.0,240300000.0,853500000.0,83000000.0,-13400000.0,-123300000.0,31600000.0,0.024
CEPU,2020,1.1140091930790175,56081054000.0,420671000.0,42896370000.0,111513053000.0,17509049000.0,-35195941000.0,20263905000.0,11808623000.0,0.3
CERS,2020,0.8439789711394791,183431000.0,36594000.0,59974000.0,117609000.0,3109000.0,-1615000.0,-59857000.0,3746000.0,0.27
CERT,2020,4.255844982821721,346584000.0,271382000.0,75345000.0,447268000.0,42753000.0,-7937000.0,-49397000.0,25296000.0,0.016
CETX,2020,-0.05744356761903221,36198805.0,19487023.0,16290594.0,31980103.0,2682276.0,-1566014.0,-10470081.0,4607453.0,0.27
CEVA,2020,1.0094055517643787,167559000.0,21143000.0,28180000.0,46063000.0,5821000.0,-2935000.0,-2379000.0,444000.0,0.27
CF,2020,0.629295911681496,1367000000.0,683000000.0,906000000.0,6420000000.0,892000000.0,-309000000.0,317000000.0,185000000.0,0.067
CGA,2020,-0.610141847185813,285198981.0,11838593.0,79322261.0,79322261.0,4698482.0,-97483.0,-136752136.0,303966.0,0.25
CGC,2020,1.6241840296920051,2838194000.0,1154653000.0,284330000.0,3201660000.0,127118000.0,-174141000.0,-1744920000.0,8459000.0,0.007804
CGEN,2020,0.996999922148602,129090000.0,7143000.0,10523000.0,18534000.0,715000.0,-166000.0,-29698000.0,42000.0,0.0
CHCI,2020,-0.23503437727367582,12325000.0,7032000.0,4503000.0,17364000.0,100000.0,-115000.0,2082000.0,344000.0,0.0115
CHCT,2020,0.618402280360665,31875000.0,2483000.0,41339000.0,238486000.0,25514000.0,-6995000.0,19077000.0,8620000.0,0.004176
CHD,2020,0.28012093868283655,1112400000.0,183100000.0,1388600000.0,4394100000.0,189700000.0,-98900000.0,785900000.0,61000000.0,0.193
CHDN,2020,1.2377455806387914,235100000.0,67400000.0,424200000.0,2319300000.0,97900000.0,-234200000.0,-81900000.0,80000000.0,0.27
CHE,2020,0.39022946026680316,329403000.0,162675000.0,299108000.0,533711000.0,56583000.0,-58831000.0,319466000.0,2355000.0,0.193
CHEF,2020,2.388990964860997,405662000.0,193281000.0,118102000.0,629735000.0,33276000.0,-7036000.0,-82903000.0,20946000.0,0.329
CHEK,2020,-0.3329727409702945,18417000.0,7703000.0,2981000.0,3260000.0,148000.0,-379000.0,-13846000.0,12000.0,0.0
CHGG,2020,0.18036091864260836,1182955000.0,479853000.0,109732000.0,1641623000.0,62415000.0,-81317000.0,-6221000.0,66297000.0,0.27
CHH,2020,1.3714241219108179,432914000.0,234779000.0,255847000.0,1593085000.0,48456000.0,-34962000.0,75387000.0,49028000.0,0.27
CHKP,2020,0.5962470661764764,2278600000.0,255700000.0,1543800000.0,2373000000.0,27100000.0,-19300000.0,846600000.0,2200000.0,0.13
CHNR,2020,-0.5771516943544641,378365000.0,56580000.0,148663000.0,238257000.0,2384000.0,-7841000.0,24336000.0,3457000.0,0.052029
CHPT,2020,1.1189424742688392,226632000.0,145491000.0,118088000.0,290944000.0,10083000.0,-11484000.0,-197024000.0,3253000.0,0.27
