Ticker,Year,Beta,Current Assets,Cash And Cash Equivalents,Current Liabilities,Total Liabilities Net Minority Interest,Depreciation And Amortization,Capital Expenditure,Net Income,Interest Expense,Tax Rate For Calcs
KDP,2020,0.5705988564085595,2388000000.0,240000000.0,7694000000.0,25949000000.0,653000000.0,-517000000.0,1325000000.0,604000000.0,0.244153
KE,2020,1.4779513878081971,583393000.0,106442000.0,300774000.0,372089000.0,34020000.0,-39352000.0,56791000.0,2165000.0,0.189325
KELYA,2020,1.7273583229211296,1549600000.0,223000000.0,925600000.0,1358900000.0,45300000.0,-15500000.0,-72000000.0,3000000.0,0.318352
KELYB,2020,1.3563088251924973,1549600000.0,223000000.0,925600000.0,1358900000.0,45300000.0,-15500000.0,-72000000.0,3000000.0,0.318352
KEN,2020,0.5890684650444337,919788000.0,286184000.0,227937000.0,1206325000.0,34171000.0,-74824000.0,507106000.0,24402000.0,0.009388
KEP,2020,0.7604213207864073,20561941000000.0,2029584000000.0,25881222000000.0,132475265000000.0,11548019000000.0,-13401665000000.0,1992077000000.0,1995425000000.0,0.3005
KEQU,2020,0.7201962130208864,60457000.0,5206000.0,34181000.0,47897000.0,2687000.0,-2397000.0,-3672000.0,389000.0,0.27
KEX,2020,1.3478952296574411,1047971000.0,80338000.0,466032000.0,2836621000.0,219921000.0,-148185000.0,-272546000.0,48739000.0,0.27
KEYS,2020,0.6969784027621604,3374000000.0,1756000000.0,1081000000.0,3921000000.0,326000000.0,-117000000.0,627000000.0,78000000.0,0.18
KFY,2020,1.3237242388848431,1487132000.0,850778000.0,750070000.0,1687751000.0,61845000.0,-31122000.0,114454000.0,29278000.0,0.294
KGEI,2020,-2.0973994552801303,3102000.0,920000.0,6558000.0,26536000.0,,,-70410000.0,1329000.0,0.0
KHC,2020,0.7662595231010693,10822000000.0,3417000000.0,8061000000.0,49587000000.0,969000000.0,-596000000.0,356000000.0,1394000000.0,0.27
